T_K,P_atm,solver_used,iterations,residual_norm,n_Ar,n_Ar_p,n_Ar2_p,n_Ar3_p,n_Ar4_p,n_e,charge_residual,eos_residual_Pa,deltaP_DH_Pa
4500.0,0.1,custom_newton,4,1.34709861316141e-13,1.630874469108175e+23,5.29399879647675e+16,0.00024462317630232985,8.325989345313334e-40,6.425446876631669e-96,5.29399879647675e+16,0.0,1.3606040738523006e-09,2.8616718050441444e-07
4700.0,0.1,custom_newton,4,1.26300388227994e-13,1.561474022028573e+23,1.2736809271479352e+17,0.005428964556477012,7.116649933526766e-37,1.711246276740063e-90,1.2736809271479352e+17,0.0,9.804352885112166e-10,1.0449424282289086e-06
4900.0,0.1,custom_newton,4,8.540406529621123e-14,1.4977371247351628e+23,2.8537409766870765e+17,0.09381758645228497,3.5232225755815744e-34,1.6555007901022345e-85,2.8537409766870765e+17,0.0,6.602931534871459e-10,3.4322120447160618e-06
5100.0,0.1,custom_newton,4,5.547092584203953e-14,1.4389958112260331e+23,6.004466862071276e+17,1.2999968513891904,1.0771429553382118e-31,6.552128437667984e-81,6.004466862071276e+17,0.0,5.329638952389359e-10,1.0267788506637747e-05
5300.0,0.1,custom_newton,4,6.373436269251255e-14,1.3846817432532604e+23,1.1948737225404037e+18,14.808572910722875,2.1474479901438405e-29,1.1735883172230268e-76,1.1948737225404037e+18,0.0,3.601599019020796e-10,2.8274530669733072e-05
5500.0,0.1,custom_newton,4,4.909214061613562e-14,1.3343074638948801e+23,2.2625121510118828e+18,141.65995241064277,2.924831409339253e-27,1.0370606400491077e-72,2.2625121510118828e+18,-256.0,2.874003257602453e-10,7.231949083472602e-05
5700.0,0.1,custom_newton,4,2.5443479847789915e-14,1.287451378514283e+23,4.0977479001299333e+18,1159.037895215776,2.8326201695937657e-25,4.869334618269265e-69,4.0977479001299333e+18,-2560.0,2.219167072325945e-10,0.00017315329124720764
5900.0,0.1,custom_newton,4,2.2176897427452634e-14,1.2437455453001577e+23,7.130856654682074e+18,8240.273548690186,2.019356412513642e-23,1.2953044789094366e-65,7.130856654682074e+18,-16384.0,1.8553691916167736e-10,0.0003906941224014089
6100.0,0.1,custom_newton,4,6.030060815624429e-14,1.202865604749018e+23,1.196960360955258e+19,51612.553476383764,1.0920321764584877e-21,2.0640653665517794e-62,1.1969603609552665e+19,-18432.0,1.0186340659856796e-10,0.000835612752368951
6300.0,0.1,custom_newton,4,2.4496253600019667e-14,1.1645223566490531e+23,1.9446521926825837e+19,288242.06234397704,4.5989802212960616e-20,2.0685645783453496e-59,1.944652192682639e+19,-24576.0,1.2369127944111824e-10,0.00170271889678012
6500.0,0.1,custom_newton,4,1.5296915751085107e-14,1.128454624957594e+23,3.0670908241537114e+19,1450524.2487307517,1.5434658376352955e-18,1.3606871939311678e-56,3.0670908241539944e+19,-69632.0,8.36735125631094e-11,0.003320347977951404
6700.0,0.1,custom_newton,4,2.4444819666461163e-14,1.0944231493058345e+23,4.70841829863267e+19,6638805.937011743,4.2126636329026534e-17,6.100053578907908e-54,4.708418298634008e+19,106496.0,8.913048077374697e-11,0.006220502673419383
6900.0,0.1,custom_newton,4,3.80018682906892e-14,1.0622053162847981e+23,7.051688657473595e+19,27862328.17725753,9.520022495495755e-16,1.9268670162479793e-51,7.0516886574791565e+19,-106496.0,1.0913936421275139e-10,0.011234803288704603
7100.0,0.1,custom_newton,4,5.724268867837089e-14,1.0315906009632828e+23,1.0324521218853483e+20,108011858.24353684,1.8099389827090325e-14,4.417232281129944e-49,1.0324521218875051e+20,-344064.0,9.094947017729282e-11,0.019621221095980197
7300.0,0.1,custom_newton,4,1.8305950158861166e-14,1.0023766342163727e+23,1.4804459639510178e+20,389287229.97596186,2.9363284638493124e-13,7.545208423915781e-47,1.480445963958802e+20,-163840.0,1.1095835361629725e-10,0.033225975046753974
7500.0,0.1,custom_newton,4,3.672087025373275e-14,9.74365848086906e+22,2.0823747987845192e+20,1311993453.816122,4.116972790433537e-12,9.832166115638408e-45,2.082374798810753e+20,-622592.0,1.6189005691558123e-10,0.054683718791578635
7700.0,0.1,custom_newton,4,2.5744821676627568e-14,9.473626823019904e+22,2.8773189227789323e+20,4156358705.31593,5.045863982152099e-11,9.98320051223509e-43,2.8773189228620602e+20,65536.0,2.3646862246096134e-10,0.08765707291034013
7900.0,0.1,custom_newton,4,5.314996065278222e-14,9.211713621927775e+22,3.910469933726002e+20,12434926639.79769,5.461791925730771e-10,8.050165512076252e-41,3.910469933974711e+20,1048576.0,2.892193151637912e-10,0.13711349629817968
8100.0,0.1,custom_newton,4,5.136995651378245e-14,8.955942828952786e+22,5.2332111527508286e+20,35281852537.229774,5.2699098164047605e-09,5.24478114922244e-39,5.233211153456474e+20,786432.0,5.038600647822022e-10,0.20963326682394848
8300.0,0.1,custom_newton,4,7.710253857314224e-14,8.704310574354292e+22,6.902972125113e+20,95299521207.96129,4.5707520673408584e-08,2.804210339740369e-37,6.902972127018979e+20,-1048576.0,7.639755494892597e-10,0.31373679647390806
8500.0,0.1,custom_newton,4,1.2844902252612724e-13,8.454783070011249e+22,8.982799787473209e+20,245900431845.71408,3.5909063835726416e-07,1.2479938834338818e-35,8.982799792391242e+20,2490368.0,1.2951204553246498e-09,0.4602125332208453
8700.0,0.1,custom_newton,4,2.1574589256098814e-13,8.2053028948057e+22,1.1540583009302048e+21,608019875558.9082,2.5732081654367163e-06,4.683269902643646e-34,1.1540583021462435e+21,-1048576.0,2.179149305447936e-09,0.6624183011883454
8900.0,0.1,custom_newton,4,3.660783936300404e-13,7.953804754590268e+22,1.46478630095294e+21,1444790559472.2102,1.6926372843158847e-05,1.4995422267214226e-32,1.4647863038425154e+21,-5767168.0,3.6925484891980886e-09,0.9365192901118652
9100.0,0.1,custom_newton,4,6.281005801447196e-13,7.69824186647633e+22,1.8378161113067768e+21,3307888031178.634,0.00010280299317545131,4.141482385698914e-31,1.8378161179225628e+21,9961472.0,6.353729986585677e-09,1.301615504592124
9300.0,0.1,custom_newton,4,1.0584488900427824e-12,7.436624065161331e+22,2.2804759413525575e+21,7314568866236.81,0.0005796050362461002,9.965069623805139e-30,2.2804759559816977e+21,2359296.0,1.0719304555095732e-08,1.7797012210818537
9500.0,0.1,custom_newton,4,1.7734858713543719e-12,7.167068520482798e+22,2.79978816116776e+21,15655437500204.496,0.0030485567802962374,2.1083317924575276e-28,2.7997881924786397e+21,4718592.0,1.7971615307033062e-08,2.395390327802174
9700.0,0.1,custom_newton,4,2.9158446259343684e-12,6.887863534065299e+22,3.402124354340066e+21,32497424758597.273,0.015027360248541202,3.955869027758108e-27,3.4021244193349273e+21,12058624.0,2.95440258923918e-08,3.1753364702024145
9900.0,0.1,custom_newton,4,4.705086269993183e-12,6.597545185039819e+22,4.092797901012105e+21,65544871507986.64,0.06971792627843304,6.634907370314043e-26,4.0927980321018426e+21,-5242880.0,4.767389327753335e-08,4.147278575845815
10100.0,0.1,custom_newton,4,7.430185060113423e-12,6.294985553927993e+22,4.875599992410139e+21,128667911010773.73,0.3056315770032115,1.0021361942186518e-24,4.875600249745954e+21,-7340032.0,7.528615242335945e-08,5.338654188851312
10300.0,0.1,custom_newton,4,1.1434551055533741e-11,5.979489810445565e+22,5.752292356706481e+21,246219448305295.0,1.2707120857826322,1.3725040755351878e-23,5.752292849145358e+21,-19922944.0,1.1586053005885333e-07,6.774749186180361
10500.0,0.1,custom_newton,4,1.7113871242376878e-11,5.65089756990504e+22,6.722079578464727e+21,459962387148363.9,5.027939626869636,1.7155334343216318e-22,6.722080498389487e+21,-14680064.0,1.7340607882943004e-07,8.476396872514554
10700.0,0.1,custom_newton,4,2.4850283314083327e-11,5.309681621568139e+22,7.781095635783023e+21,839944764937509.8,18.994615945361524,1.9688447569046452e-21,7.781097315672506e+21,-47185920.0,2.5179542717523873e-07,10.457305025807498
10900.0,0.1,custom_newton,4,3.490359323648163e-11,4.957034524720891e+22,8.921952583708788e+21,1501224788928917.5,68.7201980710234,2.0864908124191738e-20,8.921955586158339e+21,-27262976.0,3.5366065276321024e-07,12.721176264326072
11100.0,0.1,custom_newton,4,4.723951965920386e-11,4.594930925354154e+22,1.0133412802576897e+22,2629098431834138.5,238.77306618257055,2.0527112956930468e-19,1.013341806077371e+22,-50331648.0,4.786525096278638e-07,15.258890059464463
11300.0,0.1,custom_newton,4,6.136703870961536e-11,4.226151266786823e+22,1.1400257368927223e+22,4516462440533766.0,798.8924012139908,1.88413963345765e-18,1.1400266401852076e+22,-29360128.0,6.21801518718712e-07,18.046120815573424
11500.0,0.1,custom_newton,4,7.616471907861605e-11,3.854251635653387e+22,1.2703427905214829e+22,7618203299423468.0,2580.305509853176,1.621046217250573e-17,1.2703443141621382e+22,-46137344.0,7.717371772741899e-07,21.04185224939289
11700.0,0.1,custom_newton,4,8.98411134771998e-11,3.4834658634987112e+22,1.4020512318244369e+22,1.2629089868636242e+16,8063.695641879964,1.3129617951474179e-16,1.402053757642416e+22,54525952.0,9.103132470045239e-07,24.18827951548388
11900.0,0.1,custom_newton,4,1.001276262247713e-10,3.118530878042562e+22,1.532662013118407e+22,2.059361909073297e+16,24434.170375056125,1.0050991857388612e-15,1.5326661318422297e+22,44040192.0,1.014543158817105e-06,27.41252619795918
12100.0,0.1,custom_newton,4,1.0480879797879985e-10,2.7644355643845797e+22,1.6595646103465499e+22,3.305867699120445e+16,71928.0150461969,7.298469149568331e-15,1.659571222081948e+22,-2097152.0,1.0619751265039667e-06,30.630407852656376
12300.0,0.1,custom_newton,4,1.0242745976707896e-10,2.4261069701523287e+22,1.7801851969201987e+22,5.228278785243434e+16,206055.3102446425,5.043325751096717e-14,1.780195653477776e+22,69206016.0,1.037846232065931e-06,33.75213785073948
12500.0,0.1,custom_newton,4,9.295884160904332e-11,2.1080636866749054e+22,1.8921614994292032e+22,8.15191875937624e+16,575321.6960713989,3.3256986059331864e-13,1.8921778032667148e+22,-71303168.0,9.419054549653083e-07,36.689436320997515
12700.0,0.1,custom_newton,4,7.801988091923931e-11,1.814080540943339e+22,1.9935119580375644e+22,1.2539402337154805e+17,1567618.7326705963,2.097803389071797e-12,1.9935370368422462e+22,71303168.0,7.905364327598363e-07,39.36307558231544
12900.0,0.1,custom_newton,4,6.040086060722797e-11,1.5469156616371637e+22,2.0827733130363357e+22,1.9040569338298874e+17,4172931.9535542666,1.2682864539810044e-11,2.0828113941750088e+22,-46137344.0,6.120117177488282e-07,41.70963040839975
13100.0,0.1,custom_newton,4,4.312796411134139e-11,1.3081455353637846e+22,2.1590835148857924e+22,2.85576731337507e+17,10861611.94615166,7.360807216482413e-11,2.1591406302320696e+22,62914560.0,4.36992195318453e-07,43.68624201731922
13300.0,0.1,custom_newton,4,2.8459723228982686e-11,1.098134654651789e+22,2.2221965034975167e+22,4.232957264983633e+17,27663249.085530307,4.1060510056667433e-10,2.222281162642823e+22,-16777216.0,2.883680281229317e-07,45.27259820570804
13500.0,0.1,custom_newton,4,1.7443105984786736e-11,9.161384194824044e+21,2.272429561342137e+22,6.203935490456598e+17,68977718.41240916,2.2035747274563413e-09,2.2725536400519557e+22,-109051904.0,1.767439243849367e-07,46.46997489828462
13700.0,0.1,custom_newton,4,9.996959642891932e-12,7.605103818627986e+21,2.310557901110037e+22,8.995055889973576e+17,168463321.5414217,1.1385717292968053e-08,2.310737802227875e+22,-117440512.0,1.0129224392585456e-07,47.297850328134615
13900.0,0.1,custom_newton,4,5.406627122895234e-12,6.289672330567839e+21,2.3376800855550388e+22,1.2907797413074775e+18,403140817.6451958,5.6674851853767486e-08,2.3379382415034096e+22,-113246208.0,5.478250386659056e-08,47.78905485047826
14100.0,0.1,custom_newton,4,2.784196374884356e-12,5.188619664494239e+21,2.355079353227405e+22,1.8339983483468275e+18,945608837.1826377,2.719309971306196e-07,2.3554461528973415e+22,-163577856.0,2.8210706659592688e-08,47.98453151504868
14300.0,0.1,custom_newton,4,1.378936719107894e-12,4.274256495833361e+21,2.3641008396262143e+22,2.581191029491204e+18,2174773740.1812735,1.258351493702741e-06,2.3646170778327648e+22,-4194304.0,1.3969838619232178e-08,47.928589138385654
14500.0,0.1,custom_newton,4,6.67888945446968e-13,3.519549159426606e+21,2.366056230763113e+22,3.599823953710363e+18,4905833697.575518,5.619117703437455e-06,2.366776195555321e+22,-58720256.0,6.763002602383494e-09,47.66517452167675
14700.0,0.1,custom_newton,4,3.1983906886566765e-13,2.8993879368396366e+21,2.3621590317664095e+22,4.976659144206994e+18,10858365014.685562,2.422843289795313e-05,2.3631543635985106e+22,20971520.0,3.2378011383116245e-09,47.23533161165598
14900.0,0.1,custom_newton,4,1.5043800840576636e-13,2.391304326195397e+21,2.3534875959868887e+22,6.8223841050294e+18,23590408741.875828,0.00010094037987365793,2.3548520728149736e+22,20971520.0,1.5243131201714277e-09,46.675753959832434
15100.0,0.1,custom_newton,4,7.447315482845898e-14,1.9757546843438886e+21,2.340969944170507e+22,9.277116354386481e+18,50327081634.066505,0.0004066310751461293,2.3428253674564686e+22,-138412032.0,7.039488991722465e-10,46.018200706464846
15300.0,0.1,custom_newton,4,3.806361964482409e-14,1.6361019545466128e+21,2.325383688084188e+22,1.2516887802628915e+19,105474268912.62631,0.0015851282600594914,2.327887065676367e+22,109051904.0,3.54702933691442e-10,45.28951305113068
15500.0,0.1,custom_newton,4,2.5320184780652386e-14,1.3584125200833234e+21,2.307365122953809e+22,1.6761208164099076e+19,217249018698.95538,0.00598414671324281,2.310717364651801e+22,-25165824.0,1.9463186617940664e-10,44.511997186420736
15700.0,0.1,custom_newton,4,1.75147206583605e-14,1.1311583342599676e+21,2.2874229194478204e+22,2.2281791756276515e+19,439972521805.6738,0.02189615510133565,2.291879277931058e+22,-96468992.0,1.0368239600211382e-10,43.70399450175948
15900.0,0.1,custom_newton,4,1.2838625886400229e-14,9.448864857993335e+20,2.265953267603259e+22,2.941250407840897e+19,876473089887.3077,0.07771730453277609,2.271835768681882e+22,-4194304.0,4.18367562815547e-11,42.880516739693746
16100.0,0.1,custom_newton,4,1.20055466956023e-14,7.918948007934536e+20,2.243254523693737e+22,3.8560538148687405e+19,1718232727613.2888,0.2677970679648324,2.250966631838946e+22,20971520.0,0.0,42.053871141731605
16300.0,0.1,custom_newton,4,2.07917109709374e-14,6.659346292579588e+20,2.2195403038304567e+22,5.021875890861356e+19,3316152167036.6455,0.8965594431763237,2.229584056607027e+22,20971520.0,3.456079866737127e-11,41.23423515416859
16500.0,0.1,custom_newton,4,1.7894199121615847e-14,5.619502141261284e+20,2.1949505771542327e+22,6.497904873640808e+19,6303270800105.351,2.918592589354288,2.207946388792497e+22,12582912.0,0.0,40.430162986531506
16700.0,0.1,custom_newton,4,6.720844482724325e-15,4.758567869550185e+20,2.169560699576743e+22,8.354633861024435e+19,11804176132042.516,9.245073461882074,2.1862699708400513e+22,62914560.0,-5.4569682106375694e-12,39.64901982646679
16900.0,0.1,custom_newton,4,1.5008947494062153e-14,4.0435547214802164e+20,2.143388563858027e+22,1.0675280755278755e+20,21786625421319.18,28.516325321101547,2.1647391319045664e+22,-58720256.0,2.9103830456733704e-11,38.89734653799683
17100.0,0.1,custom_newton,4,1.4957392429136028e-14,3.447811102797913e+20,2.116400180397721e+22,1.3557146858365778e+20,39642464665127.62,85.7050924068317,2.1435144860071962e+22,41943040.0,5.4569682106375694e-12,38.18116044822516
17300.0,0.1,custom_newton,4,1.573245706543259e-14,2.9497841549875462e+20,2.0885140874788835e+22,1.7112802740265674e+20,71131738334451.47,251.1369767145284,2.122739714298938e+22,16777216.0,2.9103830456733704e-11,37.50619799671365
17500.0,0.1,custom_newton,4,1.9424450600471188e-14,2.532019056332356e+20,2.0596050474274426e+22,2.1470950389677372e+20,125891522896691.62,717.8644367953988,2.102546985974252e+22,-20971520.0,-9.094947017729282e-12,36.87810369397498
17700.0,0.1,custom_newton,4,1.9030911224776482e-14,2.180354309076663e+20,2.029507531416324e+22,2.677676648882382e+20,219805946074284.9,2002.6867560307003,2.0830611303357433e+22,-121634816.0,4.9112713895738125e-11,36.302567747547606
17900.0,0.1,custom_newton,4,2.158830347512989e-14,1.8832766383279863e+20,1.998019534991593e+22,3.319148711963714e+20,378662693820251.0,5455.1531069706525,2.0644026228296714e+22,-37748736.0,9.094947017729282e-11,35.78541237465157
18100.0,0.1,custom_newton,4,1.8272424789670898e-14,1.6314047788261933e+20,1.964907293905583e+22,4.0890956677292294e+20,643689446243069.1,14513.829735128571,2.046689400366984e+22,-176160768.0,9.276845958083868e-11,35.33262463184116
18300.0,0.1,custom_newton,4,2.226873176872452e-14,1.4170767340263627e+20,1.929911471991242e+22,5.006284437847566e+20,1079773020644995.8,37728.550585249206,2.0300374846801046e+22,50331648.0,1.673470251262188e-10,34.95033193727557
18500.0,0.1,custom_newton,4,3.463010102255651e-14,1.2340197798773039e+20,1.8927553489731857e+22,6.090224523210819e+20,1787409870232590.0,95847.08002503737,2.014560375660358e+22,-54525952.0,2.928572939708829e-10,34.644715751336356
18700.0,0.1,custom_newton,4,5.432070009577713e-14,1.0770864715385777e+20,1.8531554217148918e+22,7.36054453821541e+20,2919704346556756.5,238009.75332031635,2.000367188390493e+22,-109051904.0,5.347828846424818e-10,34.42185955490881
18900.0,0.1,custom_newton,4,8.322301130456298e-14,9.420432167674959e+19,1.8108346249260038e+22,8.836175931573037e+20,4705993512562427.0,577812.9428387062,1.9875595553555098e+22,-92274688.0,8.294591680169106e-10,34.28752973027229
19100.0,0.1,custom_newton,4,1.3688665190574615e-13,8.254006751455556e+19,1.7655380653804599e+22,1.0534354594697753e+21,7483894307937582.0,1371559.774309605,1.9762274024426884e+22,-192937984.0,1.380612957291305e-09,34.24689246857007
19300.0,0.1,custom_newton,4,2.1589899297966084e-13,7.242774156837641e+19,1.7170507577746283e+22,1.2469477468916862e+21,1.1741692328829794e+16,3183692.7179267798,1.9664438296606144e+22,-511705088.0,2.164597390219569e-09,34.30417635332077
19500.0,0.1,custom_newton,4,3.191017683061938e-13,6.362900058701318e+19,1.6652163920829652e+22,1.465188132071507e+21,1.8172975357902016e+16,7227595.761625103,1.958259470389809e+22,-679477248.0,3.205059329047799e-09,34.462298286968235
19700.0,0.1,custom_newton,4,4.609709643336182e-13,5.594640951447123e+19,1.6099557262255683e+22,1.70866395466476e+21,2.77452304752625e+16,16049879.934841728,1.9516968407275634e+22,-1056964608.0,4.636603989638388e-09,34.72247887090469
19900.0,0.1,custom_newton,4,6.390014766677776e-13,4.921621667200551e+19,1.551282881315729e+22,1.9772493669559718e+21,4.178377594730083e+16,34870106.27951763,1.946745289839544e+22,-1778384896.0,6.404661689884961e-09,35.08388067301805
20100.0,0.1,custom_newton,4,8.4421022640737e-13,4.33024523247979e+19,1.4893177159348413e+22,2.2701042640623478e+21,6.207193627437443e+16,74140059.79152271,1.9433571903279735e+22,-2495610880.0,8.456481737084687e-09,35.54330726695154
20300.0,0.1,custom_newton,4,1.0647995029733944e-12,3.809207916827819e+19,1.4242926344952212e+22,2.585630088884783e+21,9.096787920775715e+16,154318130.34434256,1.941445942635662e+22,-3397386240.0,1.0639269021339715e-08,36.09500097635987
20500.0,0.1,custom_newton,4,1.2887648695017917e-12,3.3490981714237305e+19,1.3565526469121285e+22,2.921470496885149e+21,1.315381277449864e+17,314576434.99605215,1.9408862077271656e+22,-4420796416.0,1.2852979125455022e-08,36.73057206847038
20700.0,0.1,custom_newton,4,1.487629228577805e-12,2.942062911141814e+19,1.2865481776855725e+22,3.274560296813891e+21,1.8770754224455968e+17,628343144.4378263,1.9415165493107537e+22,-5217714176.0,1.482476363889873e-08,37.43908188231759
20900.0,0.1,custom_newton,4,1.6431091161755794e-12,2.5815284459448586e+19,1.2148209033233675e+22,3.6412208476337524e+21,2.644256077411742e+17,1230492733.3103755,1.9431444005323423e+22,-5901385728.0,1.6358171706087887e-08,38.20728824949044
21100.0,0.1,custom_newton,4,1.7425806048967913e-12,2.2619664463526576e+19,1.141983639325986e+22,4.0172951144638573e+21,3.6784917859294816e+17,2364029008.0998178,1.9455530169726214e+22,-6597640192.0,1.7314960132353008e-08,39.02004553013702
21300.0,0.1,custom_newton,4,1.7716106324340476e-12,1.9786977276896866e+19,1.0686958821727525e+22,4.398311666622958e+21,5.055423959713513e+17,4458851960.236471,1.9485098782172406e+22,-6782189568.0,1.7600541468709707e-08,39.86083590774334
21500.0,0.1,custom_newton,4,1.7304653911473103e-12,1.7277284367487488e+19,9.956369646245166e+21,4.779664529273986e+21,6.866952365259653e+17,8262535534.979887,1.9517758790529104e+22,-6664749056.0,1.7189449863508344e-08,40.712395365702754
21700.0,0.1,custom_newton,4,1.6273228767465153e-12,1.5056144965729716e+19,9.234788847530849e+21,5.156795107624589e+21,9.223629885709405e+17,15054251934.754349,1.955114615179967e+22,-6287261696.0,1.6168996808119118e-08,41.55738861947722
21900.0,0.1,custom_newton,4,1.4726018488641633e-12,1.3093509887613772e+19,8.52860744930106e+21,5.525363226154974e+21,1.2257297990124667e+18,26989919606.502613,1.9583011091110485e+22,-5519704064.0,1.4639226719737053e-08,42.379083166666675
22100.0,0.1,custom_newton,4,1.2911617875608504e-12,1.1362836148092824e+19,7.843664368357405e+21,5.881396329320386e+21,1.612400209866996e+18,47651999968.22365,1.9611294227813475e+22,-4911529984.0,1.2836608220823109e-08,43.16197383826587
22300.0,0.1,custom_newton,4,1.0902569696543517e-12,9.84039573702617e+18,7.185067914934952e+21,6.221408679407127e+21,2.1007232367699587e+18,82914928058.69618,1.963418744378731e+22,-3862953984.0,1.0859366739168763e-08,43.89231544817513
22500.0,0.1,custom_newton,4,8.938769753186795e-13,8.504752223429542e+18,6.557069367869237e+21,6.542485577479823e+21,2.712153973296998e+18,142292303443.517,1.9650176985314957e+22,-2986344448.0,8.92941898200661e-09,44.55853143443723
22700.0,0.1,custom_newton,4,7.132282160236438e-13,7.336378460545592e+18,5.962991202780638e+21,6.842330879834031e+21,3.4716578877711754e+18,241012195585.60416,1.965806793707365e+22,-2407530496.0,7.119524525478482e-09,45.151479382662444
22900.0,0.1,custom_newton,4,5.502919839598296e-13,6.317388438468705e+18,5.40520806923336e+21,7.119279086258682e+21,4.4081628846249754e+18,403182632516.4284,1.9656990732015477e+22,-1853882368.0,5.495166988112032e-09,45.664568328514015
23100.0,0.1,custom_newton,4,4.144688781293336e-13,5.43135690395779e+18,4.885174862581109e+21,7.37227579041235e+21,5.555063821641895e+18,666574826190.3401,1.964639163753578e+22,-1254096896.0,4.147295840084553e-09,46.093735987824665
23300.0,0.1,custom_newton,4,3.051359214476804e-13,4.663202074276453e+18,4.4034934884515027e+21,7.600832124846886e+21,6.950783517626352e+18,1089786384992.9269,1.962601009305642e+22,-880803840.0,3.0577211873605847e-09,46.43730500262929
23500.0,0.1,custom_newton,4,2.2024075559321724e-13,3.9991096353220116e+18,3.960008318372653e+21,7.804959905582088e+21,8.639393374121155e+18,1762876902946.323,1.9595846316710066e+22,-629145600.0,2.193701220676303e-09,46.69574482429164
23700.0,0.1,custom_newton,4,1.5421820623924486e-13,3.426479987589551e+18,3.553919886741598e+21,7.985094481686649e+21,1.0671295591934145e+19,2823028959658.3403,1.95561227481825e+22,-314572800.0,1.5552359400317073e-09,46.87136950840234
23900.0,0.1,custom_newton,4,1.0791516035583132e-13,2.9338849681068273e+18,3.1839069467495424e+21,8.142011915002446e+21,1.3103967597955226e+19,4477425149179.2705,1.9507242697457842e+22,-155189248.0,1.0859366739168763e-09,46.968001638239784
24100.0,0.1,custom_newton,4,7.676605819633741e-14,2.511024560168082e+18,2.8482483438597995e+21,8.276746216583619e+21,1.600276769585928e+19,7036407173783.109,1.9449749108260052e+22,-192937984.0,7.73070496506989e-10,46.99062951261875
24300.0,0.1,custom_newton,4,4.998079579184703e-14,2.1486779871823903e+18,2.544937981872156e+21,8.390511149769674e+21,1.944179907156652e+19,10961175330017.496,1.9384285722470804e+22,-100663296.0,4.94765117764473e-10,46.945079625969484
24500.0,0.1,custom_newton,4,3.5137565471984e-14,1.838646780011635e+18,2.2717881500639172e+21,8.484629775413199e+21,2.350482704606149e+19,16931897353052.979,1.9311562249756016e+22,-75497472.0,3.4378899727016687e-10,46.8377204007599
24700.0,0.1,custom_newton,4,2.3631974178757554e-14,1.5736897696653668e+18,2.0265183977057094e+21,8.560473632213553e+21,2.828624177365645e+19,25944253312585.395,1.9232324491230686e+22,-109051904.0,2.219167072325945e-10,46.67520704521768
24900.0,0.1,custom_newton,4,2.2450743791396043e-14,1.3474514904149816e+18,1.80682880508974e+21,8.619412334711056e+21,3.3892055314649854e+19,39445309295578.2,1.9147329798236925e+22,-113246208.0,1.6552803572267294e-10,46.464271993979445
25100.0,0.1,custom_newton,4,1.3797020806561223e-14,1.1543862862430533e+18,1.6104578094082097e+21,8.662773499466474e+21,4.044091804159106e+19,59523385969242.56,1.9057327800559402e+22,-71303168.0,9.094947017729282e-11,46.21156104801775
25300.0,0.1,custom_newton,4,1.0860786620833709e-14,9.896806563807254e+17,1.4352256722891435e+21,8.691812294491119e+21,4.806513454578342e+19,89171510403018.22,1.896304602159474e+22,-29360128.0,7.821654435247183e-11,45.9235122029698
25500.0,0.1,custom_newton,4,1.0765428293842463e-14,8.491762285606427e+17,1.279065249549579e+21,8.70768953066446e+21,5.691165348915694e+19,132650398522161.03,1.8865179801947449e+22,-115343360.0,5.093170329928398e-11,45.60627218405978
25700.0,0.1,custom_newton,4,8.851611312812568e-15,7.29295371364636e+17,1.1400420007613174e+21,8.711457037798973e+21,6.714299912068999e+19,195985046308534.7,1.8764385857661508e+22,-8388608.0,4.729372449219227e-11,45.265644712384635
25900.0,0.1,custom_newton,4,9.279033385211098e-15,6.269709777910043e+17,1.0163652277260266e+21,8.704049044421571e+21,7.893810441880615e+19,287639289620179.7,1.866127878038267e+22,-75497472.0,4.18367562815547e-11,44.907064279944734
26100.0,0.1,custom_newton,4,1.1529402201193746e-14,5.3958146213657216e+17,9.063924274038119e+20,8.686278361894573e+21,9.249299707517244e+19,419425539418331.4,1.8556429820120715e+22,81788928.0,2.9103830456733704e-11,44.53558947642176
26300.0,0.1,custom_newton,4,1.0449289137512364e-14,4.6489156836951034e+17,8.08628447528314e+20,8.658836318903965e+21,1.0802127994311436e+20,607722741949109.5,1.8450367356056537e+22,-18874368.0,-1.0913936421275139e-11,44.155910485751576
26500.0,0.1,custom_newton,4,8.210593456155774e-15,4.009992195061347e+17,7.217208903493148e+20,8.62229556886551e+21,1.2575433741026332e+20,875094868724908.1,1.8343578540690647e+22,48234496.0,3.8198777474462986e-11,43.77236609522777
26700.0,0.1,custom_newton,4,1.063321068700255e-14,3.462883532786852e+17,6.444529564327682e+20,8.577115076571097e+21,1.4594118886606835e+20,1252425265674469.5,1.8236511685874278e+22,46137344.0,3.092281986027956e-11,43.38896632053113
26900.0,0.1,custom_newton,4,6.2499179681146185e-15,2.9938748604421715e+17,5.7573467894663165e+20,8.523646765314934e+21,1.6884790067857283e+20,1781709216662584.0,1.8129579038449112e+22,29360128.0,2.1827872842550278e-11,43.00941747420103
27100.0,0.1,custom_newton,4,1.1528798561707864e-14,2.5913361392048314e+17,5.145932824480361e+20,8.462143461857605e+21,1.947564597778044e+20,2519678126074422.0,1.8023159664209182e+22,18874368.0,3.8198777474462986e-11,42.63714715333993
27300.0,0.1,custom_newton,4,1.5977688043424153e-14,2.2454098421055418e+17,4.601632148448586e+20,8.39276790833863e+21,2.239630062486695e+20,3542463505604872.5,1.7917602220122172e+22,23068672.0,2.1827872842550278e-11,42.275327180035084
27500.0,0.1,custom_newton,4,7.0652877335527034e-15,1.9477423778938675e+17,4.116762481028973e+20,8.315602714922816e+21,2.5677532072550554e+20,4951546732589151.0,1.7813227446311976e+22,0.0,-7.275957614183426e-12,41.92689299704958
