E_eV,Qm_A2,source,database,process,target
483.1724,0.26614,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
500.1872,0.2633,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
517.8,0.26037,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
536.0318,0.25733,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
554.9043,0.25418,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
574.4399,0.25093,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
594.6621,0.24756,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
615.595,0.24407,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
637.2635,0.24046,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
659.6934,0.23672,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
682.9116,0.23285,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
706.9458,0.22884,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
731.8245,0.2247,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
757.5776,0.2204,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
784.2356,0.21596,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
811.8305,0.21136,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
840.3951,0.2066,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
869.9636,0.20167,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
900.5711,0.19657,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
932.2543,0.19129,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
965.0509,0.18582,LXCat:Biagi-v7.1 (Magboltz version 7.1):ELASTIC,Biagi-v7.1 (Magboltz version 7.1),ELASTIC,Ar
