T_K,rho_kg_m3,h_J_kg,cp_J_kgK
15100.0,0.001684564804466994,50407516.403487705,4094.0168012003787
15300.0,0.0016519096050181257,51175842.25851659,3629.5310152091274
15500.0,0.0016218179133935292,51859328.809571356,3242.1018416669776
15700.0,0.001593880466187073,52472682.99518338,2924.526187377237
15900.0,0.0015677551630871212,53029139.28452225,2669.680688246731
16100.0,0.0015431560052820668,53540555.27048207,2471.155696231704
16300.0,0.0015198428842852338,54017601.56301493,2323.613624477554
16500.0,0.0014976125369002976,54470000.72027309,2222.9604788803867
16700.0,0.001476290748478752,54906785.75456709,2166.3983368048443
16900.0,0.0014557257595181248,55336560.05499503,2152.4052519076877
17100.0,0.001435782774285492,55767747.85533016,2180.670992933866
17300.0,0.0014163394579482108,56208828.45216858,2252.0029740146547
17500.0,0.0013972823222812413,56668549.04493602,2368.2063826727867
17700.0,0.0013785039271091012,57156111.00523769,2531.935259838775
17900.0,0.0013599008568080198,57681323.14887153,2746.5066798109747
18100.0,0.0013413724620384715,58254713.67716208,3015.6680719339474
18300.0,0.00132282038066921,58887590.37764511,3343.30827915119
18500.0,0.0013041488628294903,59592036.98882256,3733.1064958130755
18700.0,0.001285265917418294,60380832.97597034,4188.120030941534
18900.0,0.001266085266347391,61267285.00119917,4710.321757521219
19100.0,0.0012465290360917684,62264961.67897883,5300.1102274054665
19300.0,0.0012265310364699738,63387329.09216136,5955.827880204543
19500.0,0.001206040383516297,64647292.83106065,6673.332837665509
19700.0,0.0011850251335962575,66056662.22722756,7445.674495799653
19900.0,0.0011634755312587926,67625562.62938051,8262.920305077638
20100.0,0.0011414064551278193,69361830.34925862,9112.170340466202
20300.0,0.0011188586886130337,71270430.76556699,9977.779342381358
20500.0,0.0010958987464032481,73352942.08621116,10841.786455733516
20700.0,0.001072617139425772,75607145.3478604,11684.534863714538
20900.0,0.0010491251341562338,78026756.03169698,12485.449559902772
21100.0,0.0010255502264473351,80601325.1718215,13223.931986789628
21300.0,0.0010020306792001936,83316328.82641283,13880.323536998667
21500.0,0.0009787095512062579,86153454.58662097,14436.883709673211
21700.0,0.0009557286671719379,89091082.31028211,14878.721931270733
21900.0,0.0009332229517953712,92104943.35912926,15194.615843850523
22100.0,0.0009113154849369327,95168928.64782232,15377.646528544277
22300.0,0.0008901135434676108,98256001.97054698,15425.5867539021
22500.0,0.0008697057909330458,101339163.34938316,15340.994834188372
22700.0,0.000850160670028592,104392399.90422232,15130.994083075002
22900.0,0.0008315259547927829,107391560.98261316,14806.752614107168
23100.0,0.0008138293374327195,110315100.94986519,14382.713963492959
23300.0,0.0007970798646960549,113144646.56801035,13875.65828509789
23500.0,0.0007812700038699158,115865364.26390435,13303.690592070594
23700.0,0.0007663781088604598,118466122.80483858,12685.253742220588
23900.0,0.0007523710694102521,120939465.76079258,12038.250470587163
24100.0,0.000739206956036325,123281422.99307345,11379.334873591699
24300.0,0.000726837513191543,125491199.71022926,10723.405151442661
24500.0,0.0007152103969340906,127570785.05365051,10083.30185447201
24700.0,0.000704271095506698,129524520.45201807,9469.693648166134
24900.0,0.0006939645077586677,131358662.51291697,8891.117922328523
25100.0,0.0006842361831340475,133080967.62094948,8354.136635214798
25300.0,0.0006750332474114065,134700317.1670029,7863.567376987189
25500.0,0.0006663050510879776,136226394.57174435,7422.753808643296
25700.0,0.0006580035835273448,137669418.6904602,7033.846339338422
25900.0,0.0006500836972956403,139039933.10747972,6698.071424492225
26100.0,0.0006425031850400655,140348647.2602571,6415.974982515722
26300.0,0.0006352227471556605,141606323.100486,6187.631438958645
26500.0,0.0006282058833928575,142823699.83584055,6012.814536595121
26700.0,0.0006214187362323503,144011448.91512406,5891.12931560263
26900.0,0.0006148299087780492,145180151.5620816,5822.106758194193
27100.0,0.0006084102753607686,146340291.61840174,5805.2637701299045
27300.0,0.0006021327991099292,147502257.07013357,5840.131710672527
27500.0,0.0005959723674316414,148676344.30267075,5926.256829462796
27700.0,0.0005899056535524944,149872759.8019187,6063.17592671834
27900.0,0.0005839110099342614,151101614.67335808,6250.370476956963
28100.0,0.0005779683973058997,152372907.99270147,6487.202455294802
28300.0,0.0005720593511698218,153696495.655476,6772.835245886519
28500.0,0.0005661669858119627,155082042.09105608,7106.143322107941
28700.0,0.0005602760340016637,156538952.98431918,7485.614859903157
28900.0,0.0005543729186700591,158076288.03501734,7909.252037707343
29100.0,0.0005484458509143725,159702653.79940212,8374.474416417852
29300.0,0.0005424849467511266,161426077.80158448,8878.031382856741
29500.0,0.0005364823532458508,163253866.3525448,9415.930064279959
29700.0,0.0005304323731345322,165192449.82729647,9984.36813115716
29900.0,0.0005243315760028173,167247613.60500768,10424.862692784865
30000.0,0.000521261690632197,168319908.63513193,10722.95030124247
