T_K,P_atm,P_bar,massf1,massf2,matf_rho_kg_m3,matf_h_J_kg,matf_cp_J_kgK,matf_mu_Pa_s,matf_kappa_W_mK,matf_sigma_S_m
11300.0,1.0,1.01325,0.0,0.0,0.04083117166666667,8833097.75,3108.177416666667,0.0002535888833333333,1.1137806666666668,4157.2855
11500.0,1.0,1.01325,0.0,0.0,0.03966931916666667,9497165.083333334,3471.648916666667,0.00024766409166666664,1.1968790833333334,4356.425583333334
11700.0,1.0,1.01325,0.0,0.0,0.038499510833333334,10238157.0,3867.4011666666665,0.00024046150833333335,1.2834730833333334,4555.070083333334
11900.0,1.0,1.01325,0.0,0.0,0.037322658333333335,11063411.666666666,4294.4695,0.00023202848333333335,1.3730759166666668,4752.827833333333
12100.0,1.0,1.01325,0.0,0.0,0.03613876166666667,11977304.166666666,4751.384833333333,0.00022247325,1.4650964166666667,4949.685583333334
12300.0,1.0,1.01325,0.0,0.0,0.034951732500000006,12986755.000000002,5235.009,0.00021191404166666665,1.55882575,5145.356583333333
12500.0,1.0,1.01325,0.0,0.0,0.03376170333333334,14096808.333333332,5740.712666666666,0.00020054820833333332,1.6531948333333335,5339.5408333333335
12700.0,1.0,1.01325,0.0,0.0,0.0325724975,15311464.166666666,6262.0841666666665,0.00018855486666666664,1.7473948333333336,5531.933916666667
12900.0,1.0,1.01325,0.0,0.0,0.03138920333333334,16631810.833333332,6790.251583333334,0.00017617225,1.839756666666667,5722.24025
13100.0,1.0,1.01325,0.0,0.0,0.030217776666666668,18057892.5,7314.443,0.00016362035833333334,1.9293803333333335,5910.059833333333
13300.0,1.0,1.01325,0.0,0.0,0.02906326166666667,19588841.666666668,7821.304166666667,0.000151147425,2.0147835,6095.188249999999
13500.0,1.0,1.01325,0.0,0.0,0.02793261416666667,21218702.5,8295.689666666665,0.0001389161,2.094075,6277.1343333333325
13700.0,1.0,1.01325,0.0,0.0,0.026831010833333335,22939740.0,8721.027583333334,0.0001271055,2.1658592500000005,6455.593666666667
13900.0,1.0,1.01325,0.0,0.0,0.025766363333333337,24738086.66666667,9080.137166666667,0.00011585739166666664,2.2285406666666665,6630.357416666667
14100.0,1.0,1.01325,0.0,0.0,0.024744804166666665,26600963.333333332,9357.044916666668,0.00010527221666666667,2.2806104166666668,6801.129999999999
14300.0,1.0,1.01325,0.0,0.0,0.023770377500000002,28508546.666666664,9537.546416666666,9.539791833333334e-05,2.320959666666667,6967.611416666667
14500.0,1.0,1.01325,0.0,0.0,0.022847215833333337,30440057.5,9611.722416666667,8.630386583333334e-05,2.3497530833333333,7129.692833333333
14700.0,1.0,1.01325,0.0,0.0,0.021979407500000003,32374584.166666668,9574.482999999998,7.80079425e-05,2.3671685833333336,7287.474250000001
14900.0,1.0,1.01325,0.0,0.0,0.0211689525,34289303.33333333,9426.941083333333,7.05065175e-05,2.3740840833333334,7440.651249999999
15100.0,1.0,1.01325,0.0,0.0,0.020415983333333335,36163215.0,9177.20075,6.377860666666668e-05,2.372155416666667,7589.619416666666
15300.0,1.0,1.01325,0.0,0.0,0.019719588333333333,37975319.16666667,8837.735166666667,5.779604916666667e-05,2.3631693333333335,7734.274333333333
15500.0,1.0,1.01325,0.0,0.0,0.019079723333333333,39710571.666666664,8423.335166666666,5.250968416666667e-05,2.3489905,7874.816
15700.0,1.0,1.01325,0.0,0.0,0.018491609166666666,41355751.666666664,7952.862250000001,4.7868953333333326e-05,2.3316100833333335,8011.635583333335
15900.0,1.0,1.01325,0.0,0.0,0.017953113333333336,42901726.666666664,7445.6750833333335,4.381829833333333e-05,2.312923666666667,8144.841916666666
16100.0,1.0,1.01325,0.0,0.0,0.017460324166666666,44343364.166666664,6921.085333333333,4.030698416666666e-05,2.294935666666667,8274.72175
16300.0,1.0,1.01325,0.0,0.0,0.017010153333333333,45678399.166666664,6395.923916666667,3.7279275833333333e-05,2.2791593333333333,8401.679499999998
16500.0,1.0,1.01325,0.0,0.0,0.016597645,46909610.833333336,5884.465916666667,3.468004083333333e-05,2.2666990833333336,8525.819583333334
16700.0,1.0,1.01325,0.0,0.0,0.016218799166666666,48039910.833333336,5397.835,3.245832333333333e-05,2.258277,8647.537583333333
