T_K,P_atm,rho_kg_m3,h_J_kg,cp_J_kgK
20500.0,4.0,0.050154861449949475,56907579.14903739,2904.921821361035
20700.0,4.0,0.04947788291452778,57480130.28126981,2832.878758999575
20900.0,4.0,0.04882523728030065,58040730.65263722,2785.2387683021834
21100.0,4.0,0.04819403151639822,58594225.788590685,2761.6994725303166
21300.0,4.0,0.047581612663609364,59145410.44164935,2762.0588657612166
21500.0,4.0,0.04698553910384965,59699049.33489517,2786.2162581896223
21700.0,4.0,0.0464035556040945,60259896.9449252,2834.1625228114985
21900.0,4.0,0.04583357234374684,60832714.34401977,2905.9611184616947
22100.0,4.0,0.04527364801705285,61422281.392309874,3001.7211674182677
22300.0,4.0,0.04472197700842094,62033402.81098708,3121.563762764353
22500.0,4.0,0.0441768805554331,62670906.897415616,3265.5826803811638
22700.0,4.0,0.04363680173201111,63339635.88313954,3433.800767639652
22900.0,4.0,0.043100303995845066,64044427.20447148,3626.123456812147
23100.0,4.0,0.042566072946654085,64790085.2658644,3842.2910759443416
23300.0,4.0,0.04203292083581596,65581343.63484921,4081.8318633033896
23500.0,4.0,0.04149979325795596,66422818.01118576,4344.017787029874
23700.0,4.0,0.04096577734933046,67318950.74966116,4627.825381763745
23900.0,4.0,0.0404301107271668,68273948.16389126,4931.903797288276
24100.0,4.0,0.039892190340750325,69291712.26857647,5254.552082898915
24300.0,4.0,0.039351580380720716,70375768.99705082,5593.707397290431
24500.0,4.0,0.03880801841702762,71529195.22749265,5946.945354183615
24700.0,4.0,0.0382614190130943,72754547.13872427,6311.493128941693
24900.0,4.0,0.03771187419295152,74053792.47906932,6684.25531834796
25100.0,4.0,0.03715965031223827,75428249.26606345,7061.851930127927
25300.0,4.0,0.03660518109018508,76878533.2511205,7440.667341284342
25500.0,4.0,0.03604905678125752,78404516.20257719,7816.908648293764
25700.0,4.0,0.035492009683688826,80005296.710438,8186.671557622663
25900.0,4.0,0.03493489638030913,81679184.82562625,8546.01182551548
26100.0,4.0,0.03437867727068086,83423701.44064419,8891.020223283806
26300.0,4.0,0.0338243940730782,85235592.91493978,9217.899037771374
26500.0,4.0,0.033273146046060666,87110861.05575274,9523.03817458924
26700.0,4.0,0.03272606570294662,89044808.18477547,9803.088981715031
26900.0,4.0,0.03218429477299957,91032096.64843875,10055.033938002101
27100.0,4.0,0.03164896110778583,93066821.75997631,10276.250359741562
27300.0,4.0,0.031121157148379326,95142596.79233538,10464.566290733554
27500.0,4.0,0.030601920467386252,97252648.27626973,10618.30679152295
27700.0,4.0,0.030092216787021592,99389919.50894456,10736.328968485781
27900.0,4.0,0.02959292575741379,101547179.86366405,10818.044314809218
28100.0,4.0,0.029104829663505267,103717137.23486824,10863.427290756814
28300.0,4.0,0.028628605118767848,105892550.77996677,10873.009548963197
28500.0,4.0,0.028164817702930632,108066341.05445352,10847.859790590965
28700.0,4.0,0.027713919411679694,110231694.69620316,10789.549880152903
28900.0,4.0,0.027276248710855718,112382161.00651468,10700.10849777624
29100.0,4.0,0.026852032927434034,114511738.09531365,10581.964208824524
29300.0,4.0,0.026441392665300406,116614946.69004449,10437.880326021686
29500.0,4.0,0.026044347905684995,118686890.22572233,10270.884283012525
29700.0,4.0,0.02566082543960101,120723300.4032495,10059.598290362545
29900.0,4.0,0.025290667281582326,122710729.54186735,9901.240953323593
30000.0,4.0,0.025110529678916724,123693672.68924658,9829.431473792345
