T_K,rho_kg_m3,h_J_kg,cp_J_kgK
20900.0,0.011671999688482742,61782533.72282787,3461.535433245562
21100.0,0.011520847750499356,62500032.80253163,3731.2486597380603
21300.0,0.01136932755675675,63275033.18672309,4036.5379199589415
21500.0,0.011217014284157167,64114647.97051521,4377.125316244364
21700.0,0.011063534690135676,65025883.313220836,4752.162396624647
21900.0,0.010908574339364745,66015512.929165065,5160.123944408633
22100.0,0.010751885231772725,67089932.89098429,5598.721082879641
22300.0,0.01059329317934545,68255001.36231692,6064.840889401678
22500.0,0.010432704241800119,69515869.24674496,6554.518628656529
22700.0,0.010270109548642051,70876808.81377953,7062.946915310845
22900.0,0.010105587914398632,72341048.0128693,7584.523820796274
23100.0,0.009939305792750196,73910618.34209804,8112.939466188587
23300.0,0.009771514301889028,75586223.79934473,8641.298333543093
23500.0,0.009602543267856267,77367137.67551528,9162.272653885559
23700.0,0.009432792450689537,79251132.86089896,9668.280927822254
23900.0,0.009262720316141797,81234450.04664418,10151.68488116663
24100.0,0.009092830874138886,83311806.81336561,10604.997800795472
24300.0,0.008923659211849589,85476449.16696237,11021.097024583816
24500.0,0.008755756400062539,87720245.62319914,11393.43319223199
24700.0,0.008589674449352686,90033822.44385517,11716.228619191572
24900.0,0.008425951945123376,92406737.07087576,11984.656883992515
25100.0,0.008265100908510514,94827685.19745217,12194.995591065586
25300.0,0.008107595324417717,97284735.307302,12344.74452556517
25500.0,0.007953861658935258,99765583.00767824,12432.702284487785
25700.0,0.007804271565018985,102257816.22109711,12458.996097084284
25900.0,0.007659136854973163,104749181.44651195,12425.061943968758
26100.0,0.007518706707019663,107227840.99868461,12333.575091088005
26300.0,0.007383166975865373,109682611.48294716,12188.334468408153
26500.0,0.007252641397383175,112103174.78604788,11994.107547544874
26700.0,0.007127194417799578,114480254.5019651,11756.445094238035
26900.0,0.007006835339348271,116805752.82374309,11481.477041303888
27100.0,0.006891523457029249,119072845.31848666,11175.701525421217
27300.0,0.006781173863376237,121276033.43391158,10845.778800987564
27500.0,0.006675663617246895,123411156.83888169,10498.340395498053
27700.0,0.006574838004989191,125475369.5921108,10139.82174389556
27900.0,0.006478516663788167,127467085.53643991,9776.323952239789
28100.0,0.006386499383398285,129385899.17300671,9413.507628775276
28300.0,0.00629857144997769,131232488.58795002,9056.519180565365
28500.0,0.006214508441166042,133008506.84523286,8709.947829574496
28700.0,0.006134080422483811,134716467.71977982,8377.809985445701
28900.0,0.006057055530031806,136359630.83941114,8063.556565718725
29100.0,0.005983202952590749,137941890.3460673,7770.098347045108
29300.0,0.005912295347485363,139467670.17822918,7499.844381083027
29500.0,0.00584411073941671,140941828.09850052,7254.7488078484685
29700.0,0.005778433960647428,142369569.70136857,7027.16145702444
29900.0,0.005715057695391953,143752692.6813103,6876.361667488118
30000.0,0.0056841698127672235,144432478.201615,6797.855203047096
