T_K,P_atm,mu_Pa_s,kappa_W_mK,kappa_H_W_mK,kappa_e_W_mK,kappa_int_W_mK,kappa_reac_W_mK,sigma_S_m,nu_e_1_s,Astar_e,Bstar_e,Cstar_e,cp_frozen_J_kgK,cp_reac_J_kgK
13100.0,0.1,1.4625734462683083e-08,0.5924196064602515,1.1312766194812668e-05,0.5921100587034603,6.812953372153772e-07,0.0002975536952591048,11699.893893319111,52003287423.33473,1.104196384817849,1.1572209186091402,0.4160370620771357,890.9339801299584,10712.320105587354
13300.0,0.1,1.613183961401858e-08,0.6144792945482634,1.2380280288397286e-05,0.6141642774074515,7.787458031626587e-07,0.0003018581147204388,11946.723625994591,52418185086.09989,1.104144527329061,1.1570526076550192,0.4157125075512696,916.8543306737495,10114.959757513598
13500.0,0.1,1.8196452584073718e-08,0.6367352897292821,1.3837429480058234e-05,0.6364145515369264,8.97594872598206e-07,0.00030600316800298983,12200.451911661119,52489207692.491,1.10405716281994,1.1567993943210337,0.41537295281113273,940.500646971893,9358.286448847091
13700.0,0.1,2.090997794219691e-08,0.6590218548431748,1.5747342797320322e-05,0.6586951551486974,1.0406157108469384e-06,0.00030991173596927815,12438.770643318621,52348591516.22762,1.1039386907579303,1.156471886929852,0.4150207365432616,961.5931571641532,8495.8280746251
13900.0,0.1,2.4383513454058747e-08,0.6813525312465492,1.8187620220684707e-05,0.6810196158517047,1.210542201597826e-06,0.000313517232422219,12662.18211500434,52030292950.85253,1.103793507891082,1.1560807158476478,0.4146583673900007,980.0174355913608,7582.504411418187
14100.0,0.1,2.8750700398926916e-08,0.7037446506982676,2.125163962269263e-05,0.7034052190607066,1.410127299591797e-06,0.000316769870638686,12871.356543809854,51568043161.11652,1.103625848067178,1.15563613387811,0.41428834019931676,995.8061262506411,6667.632386635935
14300.0,0.1,3.416967763340526e-08,0.7262174028871293,2.504994178561341e-05,0.7258710658895193,1.6422268960790204e-06,0.0003196448289283582,13067.095457981673,50993350730.11388,1.1034396582014672,1.155147708809833,0.4139130062435642,1009.1066040704275,5790.436105600086
14500.0,0.1,4.0825085742545266e-08,0.7487901284512579,2.9711657622479618e-05,0.7484363537401743,1.909897933714763e-06,0.0003221531555275778,13250.293846334458,50334235295.993095,1.1032385189494593,1.1546241279536043,0.41353449698895184,1020.1435470283733,4978.359639709653
14700.0,0.1,4.893006008897884e-08,0.771480944686121,3.538593673637664e-05,0.7711189854692164,2.216504719221944e-06,0.000324356775449093,13421.906498030146,49614620521.159615,1.103025609246781,1.1540731115680638,0.41315469398057486,1029.1837508258513,4247.651402246103
14900.0,0.1,5.8728140020062346e-08,0.7943057191911072,4.2243328646050385e-05,0.7939345204812503,2.5658336942168367e-06,0.0003263895475166127,13582.921888554974,48854235268.06833,1.1028037076697976,1.153501417070757,0.4127752339104182,1036.507573940592,3605.3233453794883
15100.0,0.1,7.049500743892823e-08,0.8172773440665804,5.047705841465829e-05,0.8168954177253811,2.962222270154754e-06,0.0003284870605144539,13734.344949865597,48068852950.78421,1.1025752209307584,1.152914909703563,0.4123975375910537,1042.388555244374,3051.628245956005
15300.0,0.1,8.453995280577037e-08,0.8404052326589897,6.03041280006647e-05,0.8400104889570255,3.410710934222104e-06,0.00033102886302940004,13877.188572303086,47270719141.35187,1.1023422299375576,1.1523186758059998,0.4120228532184202,1047.080751423206,2582.4502637859214
15500.0,0.1,1.0120695151519225e-07,0.8636949552998487,7.196616414043784e-05,0.8632844737704851,3.917229837379701e-06,0.0003345981353858822,14012.472841306371,46469054502.97722,1.1021065455183867,1.1517171590701778,0.41165230677802994,1050.8123217945297,2191.289519872448
15700.0,0.1,1.2087521923238132e-07,0.887147940311682,8.572992344918362e-05,0.8867176561552349,4.488831957386562e-06,0.0003400654010405674,14141.230713187182,45670558444.39416,1.1018697680977916,1.1511143055643762,0.4112869548754696,1053.7836173194216,1870.7425700578153
15900.0,0.1,1.4395910153953542e-07,0.9107611836554234,0.00010188735591750786,0.9103054576533341,5.133985106654404e-06,0.00034870466106500815,14264.518905076864,44879870588.37162,1.1016333476479214,1.1505137083050916,0.4109278372062515,1056.1681950093237,1613.5124932374072
16100.0,0.1,1.7090714113767985e-07,0.9345269299326793,0.00012075511905447534,0.9340379596663902,5.862934700337047e-06,0.00036235221253426897,14383.433052609336,44099969869.44032,1.101398641810105,1.149918745974261,0.41057602717966146,1058.1155220864687,1413.0401741452354
16300.0,0.1,2.0220015441379717e-07,0.959100729067994,0.00014267342625481403,0.9585677472731712,6.688148222841747e-06,0.00038362022034526817,14557.33279740971,43159244271.09706,1.1011669711026104,1.149332712832308,0.41023267990323564,1059.7544973503263,1263.8591271272276
16500.0,0.1,2.3834813743105708e-07,0.9840727963244956,0.0001680041038611412,0.9834809887887284,7.624850458608184e-06,0.00041617858144762297,14750.631291122787,42180304299.64434,1.100939670634059,1.148758938069896,0.4098990769098602,1061.1972246815626,1161.7632541988241
16700.0,0.1,2.798857909294929e-07,1.0091703602635964,0.00019712771015203265,1.0084994215788419,8.691654775796844e-06,0.00046511931982672213,14944.890600620814,41223308200.09853,1.1007173615003358,1.1482093133213993,0.40958387748580305,1062.542702632822,1103.8556341720223
16900.0,0.1,3.2736643770019247e-07,1.034286842305031,0.0002304395568104077,1.033509074737117,9.9112906094724e-06,0.0005374167204941088,15141.917592142163,40286216432.434,1.1004992655082053,1.1477122439998961,0.4093098873066252,1063.8802489816574,1088.5250029260303
17100.0,0.1,3.8135435629390596e-07,1.0594786190059258,0.00026834462832706464,1.058556469631634,1.1311427392942291e-05,0.000642493318571584,15343.272465473476,39367715858.6774,1.1002901537296987,1.1472377884527312,0.409049910603069,1065.2925748140187,1115.378418119847
17300.0,0.1,4.424146914698576e-07,1.084700177141393,0.0003112508462477457,1.083583105910381,1.2925558043430146e-05,0.0007928948267208302,15551.25841273095,38464757525.93233,1.100091855951107,1.1467901248658647,0.4088059051982547,1066.8584746924175,1185.1444993222372
17500.0,0.1,5.111011972753125e-07,1.109899012462598,0.0003595608112304594,1.1085195950935718,1.4793923807850484e-05,0.0010050626339878834,15768.672058705335,37573563044.5595,1.0999063899560069,1.1463737793514894,0.40858004871164066,1068.6551214256256,1299.5512612471612
17700.0,0.1,5.87941192376203e-07,1.1350161701273316,0.00041366159661445555,1.1332853704792563,1.696441402141847e-05,0.001300173637439531,15998.921067009638,36689611345.092606,1.0997359616762594,1.1459935987379408,0.4083747135901379,1070.7599564544878,1461.1753033842872
17900.0,0.1,6.734173825783734e-07,1.1599873984999687,0.0004739123329873646,1.1577890062248684,1.949335568379294e-05,0.0017049865864291179,16246.175126025366,35807587650.99567,1.099582943706438,1.1456546728469945,0.40819241636903797,1073.2521573255926,1673.254522485382
18100.0,0.1,7.679461320574871e-07,1.1847450769864218,0.0005406292672035081,1.1819294068926796,2.2446070809192634e-05,0.002252594755729807,16515.561387360784,34921299125.4047,1.0994498266210693,1.145362196131415,0.4080357358375855,1076.2136483006514,1939.454423633296
18300.0,0.1,8.718517869841725e-07,1.209221040072362,0.000614067982131117,1.2055981383347687,2.5897038620633834e-05,0.002982936716841413,16813.419209136006,34023564264.114113,1.0993391381953432,1.1451212611056059,0.4079071962974264,1079.7296038415302,2263.57867530966
18500.0,0.1,9.853367598503734e-07,1.2333503316149383,0.0006944025177646315,1.2286831345600526,2.9929456395625476e-05,0.003942865080725291,17147.634350295546,33106088012.04232,1.099253327739508,1.144936581716601,0.40780911527798314,1083.8883823998058,2649.2181134132697
18700.0,0.1,1.1084473166555166e-06,1.2570757742473146,0.0007817012721139187,1.2510739123797625,3.463395321648928e-05,0.005185526642221912,17528.080539137467,32159341992.157955,1.0991946166823503,1.1448121541765381,0.40774342014216425,1088.7808244351008,3099.3392065064336
18900.0,0.1,1.2410354237962083e-06,1.280353028739418,0.0008758998187946523,1.2726682417611699,4.010618521969483e-05,0.006768780974233771,17967.208361737023,31172478811.84933,1.0991648223094492,1.1447508754794808,0.4077114447571113,1094.4988587461316,3615.8228987750877
19100.0,0.1,1.382717653529766e-06,1.3031555689580918,0.000976771195316556,1.2933799574550937,4.644304353319214e-05,0.008752397264148358,18480.84084028322,30133319891.165283,1.0991651686044266,1.1447541542025728,0.40771372489838975,1101.133388587505,4198.976838817962
19300.0,0.1,1.5328330420820965e-06,1.3254787603572122,0.00108389482142727,1.3131472868890828,5.3737254873553046e-05,0.011193841391828722,19089.267479017228,29028465187.593708,1.0991961051067163,1.1448215610580048,0.4077498175918424,1108.7714749386735,4847.05640526587
19500.0,0.1,1.6903983183237e-06,1.3473140610524648,0.0011966228295772505,1.3319127965970614,6.207009991946304e-05,0.014142571525906616,19820.170082272274,27841629540.930424,1.0992544947879626,1.1449614167677167,0.4078245146179483,1117.4928965250829,5555.839941140426
19700.0,0.1,1.8540661380175185e-06,1.3686461281217954,0.0013140475954184752,1.3496275696171312,7.150233030488924e-05,0.017633008578940918,20711.825064787026,26553745083.888165,1.099332115962967,1.1451890058526206,0.40794734005837047,1127.3662376697757,6318.308258129878
19900.0,0.1,2.0221365083137003e-06,1.3896131821076017,0.0014350053097924394,1.3664189938632676,8.206540166544291e-05,0.021677117532876367,21807.822678383134,25155248810.98227,1.0994329045971014,1.1454664907052694,0.4080966986887999,1138.444725491454,7124.475579586184
20100.0,0.1,2.192521880810963e-06,1.4102892835351322,0.0015580472707703958,1.382381060291518,9.374981500472815e-05,0.026256426157839026,23172.484455893962,23632617396.67701,1.0995533485802527,1.1457851912264105,0.4082678581416605,1150.7620947483433,7961.408245717859
20300.0,0.1,2.362778446954004e-06,1.4313215660052454,0.001681457159401136,1.3982181460273637,0.00010649548956870136,0.031315467328911904,25005.22706790812,21878940734.930378,1.0996892683204338,1.1461349857159056,0.4084553295954831,1164.328791066167,8813.45055131519
20500.0,0.1,2.530159675927289e-06,1.4524963541150946,0.0018032850211326947,1.4138154013278812,0.00012018383508916401,0.03675748393099153,27445.438721736773,19927907025.66057,1.0998360488001833,1.1465048688127581,0.40865316785508826,1179.1288256219113,9662.657630111604
20700.0,0.1,2.6917052256853985e-06,1.4735847513647864,0.0019214081396299134,1.4290849939693449,0.0001346334846315136,0.04244371577118022,30699.993050425826,17821104282.443684,1.0999888994234939,1.1468835615709543,0.4088552980794074,1195.1175668114838,10489.417296903055
20900.0,0.1,2.8443651475518484e-06,1.494610643388233,0.0020336197388327888,1.4442301616479685,0.00014960125597606084,0.04819726074545542,35189.41510069412,15560545545.163033,1.1001431099124843,1.1472601004785472,0.4090558300504454,1212.2207027931622,11273.22885710961
