T_K,P_atm,pair,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q11_A2,Q22_A2,Ast,Bst,Cst,source
20900.0,1.0,Ar3+__Ar4+,repulsion,2.3635755267121765e-08,2.4635172842733293,1.4060348117463595e-16,1.8169772095455004e-16,14060.348117463594,18169.772095455002,1.2960230152335404,1.351513231111672,0.5511110723303553,Mason1967 Table I/II + electron-only Debye length
20900.0,1.0,Ar4+__Ar4+,repulsion,2.3635755267121765e-08,1.847637963204997,2.047344246784987e-16,2.680674896787785e-16,20473.44246784987,26806.74896787785,1.3107752643274002,1.3656379701715193,0.5682642832139418,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,e-__e-,repulsion,2.3822028021216265e-08,30.080307776688898,3.0426904648783695e-18,3.542675257748056e-18,304.26904648783693,354.2675257748056,1.1658887117419252,1.2088913235022918,0.4409469676313293,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,e-__Ar+,attraction,2.3822028021216265e-08,30.080307776688898,3.2994497698643372e-18,3.6524933925372365e-18,329.94497698643374,365.24933925372363,1.1072614936932172,1.1675525579670762,0.4202930499907792,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,e-__Ar2+,attraction,2.3822028021216265e-08,15.040153888344449,1.0879016121714043e-17,1.2081812908001264e-17,1087.9016121714042,1208.1812908001264,1.1105822361342987,1.1898739264516043,0.4332210016695144,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,e-__Ar3+,attraction,2.3822028021216265e-08,10.0267692588963,2.152971897633767e-17,2.3913404803355706e-17,2152.9718976337667,2391.3404803355706,1.110699228634443,1.2042055077192726,0.44164446167989896,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,e-__Ar4+,attraction,2.3822028021216265e-08,7.520076944172224,3.4758373261704584e-17,3.8518087455928955e-17,3475.8373261704583,3851.8087455928953,1.1080183072259175,1.2159235736204406,0.4487128526355168,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar+__Ar+,repulsion,2.3822028021216265e-08,30.080307776688898,3.0426904648783695e-18,3.542675257748056e-18,304.26904648783693,354.2675257748056,1.1658887117419252,1.2088913235022918,0.4409469676313293,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar+__Ar2+,repulsion,2.3822028021216265e-08,15.040153888344449,9.540700262332471e-18,1.1404802422466468e-17,954.0700262332471,1140.4802422466469,1.1976324415694413,1.246029462994061,0.4635906974588454,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar+__Ar3+,repulsion,2.3822028021216265e-08,10.0267692588963,1.8122251534230803e-17,2.2074785518275466e-17,1812.2251534230804,2207.4785518275467,1.2181646253447538,1.2695449555230514,0.4787997224775954,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar+__Ar4+,repulsion,2.3822028021216265e-08,7.520076944172224,2.8281839947236874e-17,3.4890142186512985e-17,2828.183994723687,3489.0142186512985,1.234083761692716,1.2871278369216266,0.49152463944573704,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar2+__Ar2+,repulsion,2.3822028021216265e-08,7.520076944172224,2.8281839947236874e-17,3.4890142186512985e-17,2828.183994723687,3489.0142186512985,1.234083761692716,1.2871278369216266,0.49152463944573704,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar2+__Ar3+,repulsion,2.3822028021216265e-08,5.01338462944815,5.199311145505567e-17,6.528976418028526e-17,5199.311145505567,6528.976418028526,1.2569905409112174,1.3119108347058133,0.5114157935197098,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar2+__Ar4+,repulsion,2.3822028021216265e-08,3.760038472086112,7.883511048339876e-17,1.0028551635420335e-16,7883.511048339876,10028.551635420336,1.2731469716227508,1.3288201958497687,0.526587953579589,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar3+__Ar3+,repulsion,2.3822028021216265e-08,3.3422564196320996,9.359781614363644e-17,1.1950119125915927e-16,9359.781614363643,11950.119125915928,1.2795191591768376,1.3351414059034228,0.53341893863757,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar3+__Ar4+,repulsion,2.3822028021216265e-08,2.506692314724075,1.3957070975584924e-16,1.802160349169614e-16,13957.070975584924,18021.60349169614,1.2950830653997942,1.3505808008765958,0.5501034461085794,Mason1967 Table I/II + electron-only Debye length
21100.0,1.0,Ar4+__Ar4+,repulsion,2.3822028021216265e-08,1.880019236043056,2.0302473051160443e-16,2.657280087941496e-16,20302.473051160443,26572.800879414957,1.3100132783288432,1.364993791218792,0.5671538891436764,Mason1967 Table I/II + electron-only Debye length
21300.0,1.0,e-__e-,repulsion,2.400413639246119e-08,30.597558819977195,3.0020652249595642e-18,3.493322983376536e-18,300.20652249595645,349.3322983376536,1.1651655533046315,1.2080304206007517,0.440447643948436,Mason1967 Table I/II + electron-only Debye length
21300.0,1.0,e-__Ar+,attraction,2.400413639246119e-08,30.597558819977195,3.2521040043745274e-18,3.599661711749675e-18,325.21040043745273,359.9661711749675,1.1071262089515468,1.1670409356713038,0.4200003430042556,Mason1967 Table I/II + electron-only Debye length
21300.0,1.0,e-__Ar2+,attraction,2.400413639246119e-08,15.298779409988597,1.0729739815814813e-17,1.1915971280210838e-17,1072.9739815814812,1191.5971280210838,1.1105773166891473,1.1892712944205261,0.43286680161859503,Mason1967 Table I/II + electron-only Debye length
21300.0,1.0,e-__Ar3+,attraction,2.400413639246119e-08,10.199186273325731,2.1248950135125086e-17,2.3601393891278446e-17,2124.8950135125087,2360.1393891278444,1.1106943091892914,1.2036028756881945,0.4412902616289796,Mason1967 Table I/II + electron-only Debye length
