T_K,P_atm,pair,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q11_A2,Q22_A2,Ast,Bst,Cst,source
28500.0,0.1,Ar+__Ar4+,repulsion,8.852620375799815e-08,37.74659650251218,2.861744156017521e-17,3.3075838305311574e-17,2861.744156017521,3307.583830531157,1.1562594109356799,1.1974278701615237,0.43429816469368376,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar2+__Ar2+,repulsion,8.852620375799815e-08,37.74659650251218,2.861744156017521e-17,3.3075838305311574e-17,2861.744156017521,3307.583830531157,1.1562594109356799,1.1974278701615237,0.43429816469368376,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar2+__Ar3+,repulsion,8.852620375799815e-08,25.164397668341454,5.662022129040554e-17,6.63559544562485e-17,5662.022129040553,6635.59544562485,1.173457308456882,1.2179015576867642,0.4461729034583233,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar2+__Ar4+,repulsion,8.852620375799815e-08,18.87329825125609,9.096970386591282e-17,1.0784518770957141e-16,9096.970386591282,10784.51877095714,1.1861362355048424,1.232862868014093,0.45507498926284623,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar3+__Ar3+,repulsion,8.852620375799815e-08,16.776265112227637,1.1034110663504133e-16,1.31352790073456e-16,11034.110663504132,13135.279007345602,1.1921006030554675,1.239693853072074,0.45949303930034635,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar3+__Ar4+,repulsion,8.852620375799815e-08,12.582198834170727,1.7535241023548944e-16,2.1120259762229574e-16,17535.241023548944,21120.259762229573,1.206668419280155,1.2563783605430836,0.4702840142815963,Mason1967 Table I/II + electron-only Debye length
28500.0,0.1,Ar4+__Ar4+,repulsion,8.852620375799815e-08,9.436649125628046,2.751803447601606e-16,3.360608414861682e-16,27518.03447601606,33606.08414861682,1.2214961709603276,1.2732339776471917,0.4814205575865999,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,e-__e-,repulsion,8.907294843321557e-08,152.9849870682862,2.5246589536107734e-18,2.8055594811396065e-18,252.46589536107734,280.55594811396065,1.111968266433136,1.1448121132081077,0.405746014041546,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,e-__Ar+,attraction,8.907294843321557e-08,152.9849870682862,2.5732616757431924e-18,2.8067926229684354e-18,257.32616757431924,280.67926229684355,1.0909676084249276,1.1273352168498552,0.39842225239159007,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,e-__Ar2+,attraction,8.907294843321557e-08,76.4924935341431,8.910911297370421e-18,9.784437670048496e-18,891.0911297370421,978.4437670048495,1.098083121760881,1.1420220892510788,0.40619221377140274,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,e-__Ar3+,attraction,8.907294843321557e-08,50.99499568942873,1.828397358912982e-17,2.0154449607047834e-17,1828.397358912982,2015.4449607047834,1.1024245709572222,1.152471586845052,0.41180637807984505,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,e-__Ar4+,attraction,8.907294843321557e-08,38.24624676707155,3.0312361595634987e-17,3.3503680689431785e-17,3031.236159563499,3350.3680689431785,1.1053557500197284,1.1603453818927913,0.41616971367904887,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar+__Ar+,repulsion,8.907294843321557e-08,152.9849870682862,2.5246589536107734e-18,2.8055594811396065e-18,252.46589536107734,280.55594811396065,1.111968266433136,1.1448121132081077,0.405746014041546,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar+__Ar2+,repulsion,8.907294843321557e-08,76.4924935341431,8.57906155479403e-18,9.707177705805641e-18,857.906155479403,970.7177705805641,1.1315493652826436,1.1676298875954132,0.417935074375899,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar+__Ar3+,repulsion,8.907294843321557e-08,50.99499568942873,1.732506218083984e-17,1.9832614136791778e-17,1732.5062180839839,1983.2614136791778,1.1451753073916282,1.1840186027328814,0.42685020492775205,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar+__Ar4+,repulsion,8.907294843321557e-08,38.24624676707155,2.8330411638303077e-17,3.273108949432729e-17,2833.0411638303076,3273.108949432729,1.1557016455600029,1.1967638637619082,0.43391304098190686,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar2+__Ar2+,repulsion,8.907294843321557e-08,38.24624676707155,2.8330411638303077e-17,3.273108949432729e-17,2833.0411638303076,3273.108949432729,1.1557016455600029,1.1967638637619082,0.43391304098190686,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar2+__Ar3+,repulsion,8.907294843321557e-08,25.497497844714363,5.608230574258565e-17,6.569227774016604e-17,5608.230574258566,6569.227774016604,1.172899543081205,1.2172375512871487,0.4457877797465463,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar2+__Ar4+,repulsion,8.907294843321557e-08,19.123123383535773,9.012314268068255e-17,1.0679437660118901e-16,9012.314268068256,10679.437660118901,1.1854703319440854,1.2321002092351063,0.4545817273659891,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar3+__Ar3+,repulsion,8.907294843321557e-08,16.99833189647624,1.0933623828273245e-16,1.3009422828155153e-16,10933.623828273245,13009.422828155153,1.1914346994947105,1.2389311942930872,0.45899977740348924,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar3+__Ar4+,repulsion,8.907294843321557e-08,12.748748922357182,1.738549957269053e-16,2.092750600300614e-16,17385.49957269053,20927.50600300614,1.2060025157193979,1.2556157017640968,0.46979075238473916,Mason1967 Table I/II + electron-only Debye length
28700.0,0.1,Ar4+__Ar4+,repulsion,8.907294843321557e-08,9.561561691767887,2.729281676367432e-16,3.3312378010713533e-16,27292.81676367432,33312.37801071353,1.2207713171058734,1.2724325132227543,0.4808489248721115,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,e-__e-,repulsion,8.961496684641376e-08,154.98850185677205,2.4968787692604756e-18,2.7738457074481554e-18,249.68787692604755,277.38457074481556,1.1116153696252218,1.1444085344118227,0.40553014631330053,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,e-__Ar+,attraction,8.961496684641376e-08,154.98850185677205,2.5442176885651333e-18,2.7747937134740507e-18,254.42176885651332,277.47937134740505,1.0908380877879804,1.1270761755759606,0.3982852233119212,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,e-__Ar2+,attraction,8.961496684641376e-08,77.49425092838602,8.813008853387247e-18,9.675759792088681e-18,881.3008853387247,967.5759792088681,1.097942916523539,1.141696451280478,0.4060203492869189,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,e-__Ar3+,attraction,8.961496684641376e-08,51.662833952257344,1.8087081056789106e-17,1.9934973019855358e-17,1808.7081056789107,1993.4973019855358,1.1022865864553824,1.1521218121775973,0.4116138415656499,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,e-__Ar4+,attraction,8.961496684641376e-08,38.74712546419301,2.998927670787738e-17,3.314395951712986e-17,2998.927670787738,3314.395951712986,1.1052525089323066,1.159954942871269,0.4159463375080818,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar+__Ar+,repulsion,8.961496684641376e-08,154.98850185677205,2.4968787692604756e-18,2.7738457074481554e-18,249.68787692604755,277.38457074481556,1.1116153696252218,1.1444085344118227,0.40553014631330053,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar+__Ar2+,repulsion,8.961496684641376e-08,77.49425092838602,8.48866243493615e-18,9.601560565970524e-18,848.8662434936151,960.1560565970524,1.1311287495706173,1.1671278623907366,0.4176637094003982,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar+__Ar3+,repulsion,8.961496684641376e-08,51.662833952257344,1.7148311794438795e-17,1.9622551229926915e-17,1714.8311794438796,1962.2551229926914,1.1447132197575598,1.1834570378998122,0.42654214650503985,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar+__Ar4+,repulsion,8.961496684641376e-08,38.74712546419301,2.804740758992328e-17,3.239148793602234e-17,2804.7407589923278,3239.148793602234,1.1551497750199666,1.19610687502377,0.4335319875137866,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar2+__Ar2+,repulsion,8.961496684641376e-08,38.74712546419301,2.804740758992328e-17,3.239148793602234e-17,2804.7407589923278,3239.148793602234,1.1551497750199666,1.19610687502377,0.4335319875137866,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar2+__Ar3+,repulsion,8.961496684641376e-08,25.831416976128672,5.555121599534105e-17,6.503786497059258e-17,5555.1215995341045,6503.786497059258,1.1723476725411688,1.2165805625490105,0.4454067262784261,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar2+__Ar4+,repulsion,8.961496684641376e-08,19.373562732096506,8.928687594284538e-17,1.0575756391625393e-16,8928.687594284538,10575.756391625393,1.1848114660952664,1.2313456107415872,0.4540936785890863,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar3+__Ar3+,repulsion,8.961496684641376e-08,17.220944650752447,1.0834302174561674e-16,1.2885190662624412e-16,10834.302174561673,12885.190662624413,1.1907758336458916,1.2381765957995683,0.4585117286265864,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar3+__Ar4+,repulsion,8.961496684641376e-08,12.915708488064336,1.7237231596704147e-16,2.0736998205463138e-16,17237.231596704147,20736.998205463136,1.205343649870579,1.2548611032705779,0.4693027036078363,Mason1967 Table I/II + electron-only Debye length
28900.0,0.1,Ar4+__Ar4+,repulsion,8.961496684641376e-08,9.686781366048253,2.706953997562857e-16,3.3021751508365054e-16,27069.53997562857,33021.75150836505,1.220054123989288,1.2716395192076682,0.480283333552528,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,e-__e-,repulsion,9.015172536889527e-08,156.99583137800522,2.4695449248425698e-18,2.742660145027733e-18,246.95449248425697,274.26601450277326,1.1112663464519545,1.1440093855700544,0.4053166480956104,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,e-__Ar+,attraction,9.015172536889527e-08,156.99583137800522,2.515656498683e-18,2.7433336134294946e-18,251.5656498683,274.33336134294944,1.0907099888573664,1.1268199777147325,0.398149698356344,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,e-__Ar2+,attraction,9.015172536889527e-08,78.49791568900261,8.716676088894266e-18,9.568850500984867e-18,871.6676088894266,956.8850500984867,1.097804250273949,1.1413743877330427,0.4058503713035503,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,e-__Ar3+,attraction,9.015172536889527e-08,52.331943792668405,1.7893256784837117e-17,1.9718971909089626e-17,1789.3256784837117,1971.8971909089626,1.1021501165649958,1.1517758768740591,0.4114234184627849,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,e-__Ar4+,attraction,9.015172536889527e-08,39.248957844501305,2.967115105505144e-17,3.278981989763683e-17,2967.115105505144,3278.981989763683,1.1051504010890636,1.159568789573186,0.41572541326542856,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar+__Ar+,repulsion,9.015172536889527e-08,156.99583137800522,2.4695449248425698e-18,2.742660145027733e-18,246.95449248425697,274.26601450277326,1.1112663464519545,1.1440093855700544,0.4053166480956104,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar+__Ar2+,repulsion,9.015172536889527e-08,78.49791568900261,8.39962709772242e-18,9.497613857522365e-18,839.9627097722421,949.7613857522365,1.1307127508218469,1.1666313477551074,0.41739532311086885,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar+__Ar3+,repulsion,9.015172536889527e-08,52.331943792668405,1.697409355165339e-17,1.9415682441149523e-17,1697.409355165339,1941.5682441149522,1.1442562043106836,1.1829016371831227,0.4262374695404558,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar+__Ar4+,repulsion,9.015172536889527e-08,39.248957844501305,2.7768313953670236e-17,3.2056887250337655e-17,2776.8313953670236,3205.6887250337654,1.1546039621851765,1.1954570978394958,0.4331551167469076,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar2+__Ar2+,repulsion,9.015172536889527e-08,39.248957844501305,2.7768313953670236e-17,3.2056887250337655e-17,2776.8313953670236,3205.6887250337654,1.1546039621851765,1.1954570978394958,0.4331551167469076,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar2+__Ar3+,repulsion,9.015172536889527e-08,26.165971896334202,5.502675342143579e-17,6.43924502807812e-17,5502.675342143579,6439.2450280781195,1.1718018597063784,1.2159307853647363,0.44502985551154706,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar2+__Ar4+,repulsion,9.015172536889527e-08,19.624478922250653,8.846060211710918e-17,1.047343452333263e-16,8846.060211710917,10473.434523332631,1.1841598324047515,1.2305992952327924,0.45361098696648267,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar3+__Ar3+,repulsion,9.015172536889527e-08,17.443981264222803,1.0736111312096667e-16,1.2762535371613695e-16,10736.111312096667,12762.535371613694,1.1901241999553767,1.2374302802907733,0.4580290370039828,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar3+__Ar4+,repulsion,9.015172536889527e-08,13.082985948167101,1.7090392339439155e-16,2.0548670132740568e-16,17090.392339439153,20548.670132740568,1.204692016180064,1.2541147877617829,0.4688200119852327,Mason1967 Table I/II + electron-only Debye length
29100.0,0.1,Ar4+__Ar4+,repulsion,9.015172536889527e-08,9.812239461125326,2.6848143594109613e-16,3.273411217528416e-16,26848.143594109613,32734.112175284157,1.2193448032706466,1.270855229632585,0.4797239505467702,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,e-__e-,repulsion,9.068275052121426e-08,159.00595655444548,2.442645341374128e-18,2.7119884865924185e-18,244.2645341374128,271.19884865924183,1.1109212807416566,1.1436147625502988,0.4051055706664389,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,e-__Ar+,attraction,9.068275052121426e-08,159.00595655444548,2.4875650295274915e-18,2.71239772465259e-18,248.75650295274914,271.239772465259,1.0905833423998634,1.1265666847997267,0.39801571007521774,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,e-__Ar2+,attraction,9.068275052121426e-08,79.50297827722274,8.62187052700527e-18,9.46366191945757e-18,862.1870527005269,946.366191945757,1.0976671563169451,1.1410559759619374,0.4056823206465781,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,e-__Ar3+,attraction,9.068275052121426e-08,53.00198551814849,1.7702417803729653e-17,1.9506352254886584e-17,1770.2417803729652,1950.6352254886583,1.102015194063376,1.151433864021116,0.4112351545070363,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,e-__Ar4+,attraction,9.068275052121426e-08,39.75148913861137,2.9357850586205007e-17,3.24411109157778e-17,2935.785058620501,3244.11109157778,1.1050494510142423,1.1591870147447716,0.4155069940126337,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar+__Ar+,repulsion,9.068275052121426e-08,159.00595655444548,2.442645341374128e-18,2.7119884865924185e-18,244.2645341374128,271.19884865924183,1.1109212807416566,1.1436147625502988,0.4051055706664389,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar+__Ar2+,repulsion,9.068275052121426e-08,79.50297827722274,8.31191869625093e-18,9.395292392748334e-18,831.191869625093,939.5292392748333,1.130301468950836,1.1661404629413201,0.4171299799682812,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar+__Ar3+,repulsion,9.068275052121426e-08,53.00198551814849,1.6802339135764126e-17,1.921192145313638e-17,1680.2339135764125,1921.192145313638,1.143804370816887,1.1823525339788559,0.42593624721125806,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar+__Ar4+,repulsion,9.068275052121426e-08,39.75148913861137,2.7493025337017435e-17,3.1727152411413504e-17,2749.3025337017434,3172.7152411413504,1.1540643381488596,1.194814688272452,0.4327825191980222,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar2+__Ar2+,repulsion,9.068275052121426e-08,39.75148913861137,2.7493025337017435e-17,3.1727152411413504e-17,2749.3025337017434,3172.7152411413504,1.1540643381488596,1.194814688272452,0.4327825191980222,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar2+__Ar3+,repulsion,9.068275052121426e-08,26.500992759074244,5.4508739968270365e-17,6.375579119151558e-17,5450.8739968270365,6375.579119151558,1.1712622356700617,1.2152883757976924,0.44465725796266165,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar2+__Ar4+,repulsion,9.068275052121426e-08,19.875744569305684,8.764405311014168e-17,1.0372435474802837e-16,8764.405311014169,10372.435474802836,1.183515587381802,1.2298614419586449,0.4531337684309644,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar3+__Ar3+,repulsion,9.068275052121426e-08,17.667328506049493,1.0639020954780438e-16,1.2641414565858216e-16,10639.020954780439,12641.414565858217,1.189479954932427,1.236692427016626,0.45755181846846454,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar3+__Ar4+,repulsion,9.068275052121426e-08,13.250496379537122,1.6944943783854373e-16,2.036246339472966e-16,16944.94378385437,20362.46339472966,1.2040477711571145,1.2533769344876355,0.4683427934497144,Mason1967 Table I/II + electron-only Debye length
29300.0,0.1,Ar4+__Ar4+,repulsion,9.068275052121426e-08,9.937872284652842,2.6628577889935075e-16,3.244938031400216e-16,26628.577889935073,32449.380314002163,1.2186435253144707,1.2700798328680327,0.4791709102073468,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,e-__e-,repulsion,9.120763902440839e-08,161.01795957253333,2.4161687800477062e-18,2.6818173366813774e-18,241.61687800477063,268.1817336681377,1.110580233690673,1.1432247353377376,0.40489695145972016,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,e-__Ar+,attraction,9.120763902440839e-08,161.01795957253333,2.4599310419937436e-18,2.6819723541614367e-18,245.99310419937436,268.19723541614366,1.090458170875832,1.1263163417516642,0.39788328223095276,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,e-__Ar2+,attraction,9.120763902440839e-08,80.50897978626666,8.528692824426273e-18,9.360255537905452e-18,852.8692824426273,936.0255537905452,1.09753178819322,1.1407550499105927,0.4055232617173727,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,e-__Ar3+,attraction,9.120763902440839e-08,53.672653190844436,1.7514487339893305e-17,1.9297026803955618e-17,1751.4487339893305,1929.7026803955619,1.1018818428786146,1.1510958342736972,0.4110490830864388,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,e-__Ar4+,attraction,9.120763902440839e-08,40.25448989313333,2.905079279076908e-17,3.209845518375405e-17,2905.079279076908,3209.845518375405,1.1049327414314258,1.1588295073494281,0.4153061508345475,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar+__Ar+,repulsion,9.120763902440839e-08,161.01795957253333,2.4161687800477062e-18,2.6818173366813774e-18,241.61687800477063,268.1817336681377,1.110580233690673,1.1432247353377376,0.40489695145972016,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar+__Ar2+,repulsion,9.120763902440839e-08,80.50897978626666,8.225581032126583e-18,9.294529234999435e-18,822.5581032126582,929.4529234999435,1.1299124175313555,1.1656754694693496,0.41688062933813524,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar+__Ar3+,repulsion,9.120763902440839e-08,53.672653190844436,1.6632986355364916e-17,1.9011188760163473e-17,1663.2986355364915,1901.1188760163473,1.143357799407453,1.18180982566878,0.4256385329383021,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar+__Ar4+,repulsion,9.120763902440839e-08,40.25448989313333,2.722277769197001e-17,3.140263213980731e-17,2722.277769197001,3140.263213980731,1.153574762002914,1.1942262732674302,0.4324498413352761,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar2+__Ar2+,repulsion,9.120763902440839e-08,40.25448989313333,2.722277769197001e-17,3.140263213980731e-17,2722.277769197001,3140.263213980731,1.153574762002914,1.1942262732674302,0.4324498413352761,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar2+__Ar3+,repulsion,9.120763902440839e-08,26.836326595422218,5.399701847502207e-17,6.31276688580286e-17,5399.701847502207,6312.76688580286,1.170728896132885,1.2146534477772442,0.4442889997108016,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar2+__Ar4+,repulsion,9.120763902440839e-08,20.127244946566666,8.684832803347805e-17,1.027325191831244e-16,8684.832803347805,10273.25191831244,1.1829309986116832,1.2291797602520036,0.45271426094616213,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar3+__Ar3+,repulsion,9.120763902440839e-08,17.890884396948145,1.0543004998775938e-16,1.2521790675545242e-16,10543.004998775938,12521.790675545242,1.1888432128319202,1.2359631668331394,0.45708015765327425,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar3+__Ar4+,repulsion,9.120763902440839e-08,13.418163297711109,1.6800854813425916e-16,2.0178327595986758e-16,16800.854813425918,20178.327595986757,1.2034110290566076,1.252647674304149,0.4678711326345242,Mason1967 Table I/II + electron-only Debye length
29500.0,0.1,Ar4+__Ar4+,repulsion,9.120763902440839e-08,10.063622473283333,2.641527045160522e-16,3.2170122650674105e-16,26415.270451605218,32170.122650674104,1.217978845281295,1.2693321817751586,0.4786621076157741,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,e-__e-,repulsion,9.172606803191316e-08,163.03104626965717,2.390104840275675e-18,2.652134206550341e-18,239.01048402756751,265.2134206550341,1.110243241562429,1.1428393454038417,0.4046908126578688,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,e-__Ar+,attraction,9.172606803191316e-08,163.03104626965717,2.432743129908748e-18,2.652044708119001e-18,243.2743129908748,265.2044708119001,1.0903344875947214,1.1260689751894426,0.3977524289045602,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,e-__Ar2+,attraction,9.172606803191316e-08,81.51552313482858,8.437095135413121e-18,9.25858137003987e-18,843.709513541312,925.8581370039869,1.0973981550236585,1.1404710794252744,0.40537292440161593,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,e-__Ar3+,attraction,9.172606803191316e-08,54.34368208988572,1.7329394816525708e-17,1.9090915061956825e-17,1732.9394816525707,1909.0915061956825,1.101750077189901,1.1507618235743997,0.4108652239859081,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,e-__Ar4+,attraction,9.172606803191316e-08,40.75776156741429,2.8749740086256445e-17,3.1761663104004713e-17,2874.9740086256447,3176.1663104004715,1.104800975742712,1.1584954966501306,0.4151222917340168,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar+__Ar+,repulsion,9.172606803191316e-08,163.03104626965717,2.390104840275675e-18,2.652134206550341e-18,239.01048402756751,265.2134206550341,1.110243241562429,1.1428393454038417,0.4046908126578688,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar+__Ar2+,repulsion,9.172606803191316e-08,81.51552313482858,8.140576919113446e-18,9.195287732565037e-18,814.0576919113446,919.5287732565037,1.1295449263150612,1.1652355936195427,0.4166467712914025,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar+__Ar3+,repulsion,9.172606803191316e-08,54.34368208988572,1.6465979179312698e-17,1.8813411681187186e-17,1646.5979179312699,1881.3411681187185,1.1429165375661794,1.1812735699588985,0.42534435837745294,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar+__Ar4+,repulsion,9.172606803191316e-08,40.75776156741429,2.6957378719771607e-17,3.1083176223920745e-17,2695.7378719771605,3108.3176223920746,1.1531335001616403,1.193690017557549,0.4321556667744269,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar2+__Ar2+,repulsion,9.172606803191316e-08,40.75776156741429,2.6957378719771607e-17,3.1083176223920745e-17,2695.7378719771605,3108.3176223920746,1.1531335001616403,1.193690017557549,0.4321556667744269,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar2+__Ar3+,repulsion,9.172606803191316e-08,27.17184104494286,5.349145292880765e-17,6.25078882574881e-17,5349.145292880765,6250.788825748809,1.1702018978046738,1.214026068815088,0.44392511991275097,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar2+__Ar4+,repulsion,9.172606803191316e-08,20.378880783707146,8.607231353534751e-17,1.017581278102888e-16,8607.231353534751,10175.81278102888,1.182404000283472,1.2285523812898473,0.4523503811481115,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar3+__Ar3+,repulsion,9.172606803191316e-08,18.114560696628573,1.0448041587139257e-16,1.2403631006130476e-16,10448.041587139256,12403.631006130476,1.1882140413584434,1.23524257728232,0.45661410470995817,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar3+__Ar4+,repulsion,9.172606803191316e-08,13.58592052247143,1.6658101348576628e-16,1.999622045804565e-16,16658.101348576627,19996.22045804565,1.2027818575831308,1.2519270847533295,0.4674050796912081,Mason1967 Table I/II + electron-only Debye length
29700.0,0.1,Ar4+__Ar4+,repulsion,9.172606803191316e-08,10.189440391853573,2.6207833852869367e-16,3.189607351046598e-16,26207.833852869368,31896.073510465976,1.2173496738078182,1.268611592224339,0.47819605467245807,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,e-__e-,repulsion,9.223780496699577e-08,165.04456855004452,2.3644439535298172e-18,2.622927505041549e-18,236.44439535298173,262.2927505041549,1.10991031355993,1.1424586032733242,0.40448715989038264,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,e-__Ar+,attraction,9.223780496699577e-08,165.04456855004452,2.4059907117762945e-18,2.6226028819639383e-18,240.59907117762944,262.26028819639384,1.0902122959342295,1.1258245918684593,0.39762315366954726,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,e-__Ar2+,attraction,9.223780496699577e-08,82.52228427502226,8.346904583557249e-18,9.158495716162691e-18,834.6904583557249,915.849571616269,1.0972661334703908,1.1401905336245806,0.4052244001541897,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,e-__Ar3+,attraction,9.223780496699577e-08,55.014856183348165,1.714707582062556e-17,1.8887943250539646e-17,1714.707582062556,1888.7943250539645,1.1016199005956582,1.150431841044808,0.4106835822264998,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,e-__Ar4+,attraction,9.223780496699577e-08,41.26114213751113,2.84530580922145e-17,3.142986055603639e-17,2845.30580922145,3142.9860556036388,1.1046707991484694,1.158165514120539,0.41494064997460856,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,Ar+__Ar+,repulsion,9.223780496699577e-08,165.04456855004452,2.3644439535298172e-18,2.622927505041549e-18,236.44439535298173,262.2927505041549,1.10991031355993,1.1424586032733242,0.40448715989038264,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,Ar+__Ar2+,repulsion,9.223780496699577e-08,82.52228427502226,8.05680119474698e-18,9.097557306209726e-18,805.680119474698,909.7557306209726,1.129181867043575,1.1648010226733698,0.416415733573184,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,Ar+__Ar3+,repulsion,9.223780496699577e-08,55.014856183348165,1.630126773209417e-17,1.8618524333586055e-17,1630.126773209417,1861.8524333586056,1.1424805973435994,1.1807437814939579,0.4250537315623997,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,Ar+__Ar4+,repulsion,9.223780496699577e-08,41.26114213751113,2.6695430999223612e-17,3.076821466227671e-17,2669.5430999223613,3076.821466227671,1.1526975599390605,1.1931602290926082,0.43186503995937364,Mason1967 Table I/II + electron-only Debye length
29900.0,0.1,Ar2+__Ar2+,repulsion,9.223780496699577e-08,41.26114213751113,2.6695430999223612e-17,3.076821466227671e-17,2669.5430999223613,3076.821466227671,1.1526975599390605,1.1931602290926082,0.43186503995937364,Mason1967 Table I/II + electron-only Debye length
