T_K,pair,category,Q11_m2,Q22_m2,Q11_A2,Q22_A2,Ast,Bst,Cst,source,notes
8100.0,e-Ar,electron-neutral,1.9702119895790113e-20,1.9702119895790113e-20,1.9702119895790113,1.9702119895790113,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
8300.0,Ar-Ar,neutral-neutral,1.9908814271146206e-19,2.24681924543311e-19,19.908814271146205,22.468192454331103,1.1285550283571733,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
8300.0,Ar-Ar+,ion-neutral,1.5171653437174186e-14,1.1378754131117368e-14,1517165.3437174186,1137875.4131117368,0.7500009262824772,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
8300.0,e-Ar,electron-neutral,2.030620756282938e-20,2.030620756282938e-20,2.030620756282938,2.030620756282938,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
8500.0,Ar-Ar,neutral-neutral,1.9834953697972977e-19,2.238875993831534e-19,19.834953697972978,22.388759938315342,1.1287528208650848,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
8500.0,Ar-Ar+,ion-neutral,1.499210156627302e-14,1.1244089576570696e-14,1499210.156627302,1124408.9576570697,0.7500008939284377,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
8500.0,e-Ar,electron-neutral,2.0919135306184206e-20,2.0919135306184206e-20,2.0919135306184207,2.0919135306184207,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
8700.0,Ar-Ar,neutral-neutral,1.9763075509854198e-19,2.231144596536785e-19,19.763075509854197,22.311445965367852,1.1289460465929502,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
8700.0,Ar-Ar+,ion-neutral,1.4818777251879816e-14,1.1114095733741842e-14,1481877.7251879815,1111409.5733741843,0.7500008634202244,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
8700.0,e-Ar,electron-neutral,2.154088256186351e-20,2.154088256186351e-20,2.154088256186351,2.154088256186351,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
8900.0,Ar-Ar,neutral-neutral,1.9693082726065512e-19,2.223614723883319e-19,19.693082726065512,22.23614723883319,1.1291349124026027,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
8900.0,Ar-Ar+,ion-neutral,1.4651328629571555e-14,1.0988508700378795e-14,1465132.8629571556,1098850.8700378796,0.7500008346137362,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
8900.0,e-Ar,electron-neutral,2.2171389467022735e-20,2.2171389467022735e-20,2.2171389467022737,2.2171389467022737,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
9100.0,Ar-Ar,neutral-neutral,1.9624885156915836e-19,2.2162767679087887e-19,19.624885156915838,22.16276767908789,1.1293196113954174,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
9100.0,Ar-Ar+,ion-neutral,1.4489431053388744e-14,1.086708498850435e-14,1448943.1053388745,1086708.498850435,0.7500008073790302,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
9100.0,e-Ar,electron-neutral,2.2810559367367897e-20,2.2810559367367897e-20,2.2810559367367897,2.2810559367367897,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
9300.0,Ar-Ar,neutral-neutral,1.9558398791106957e-19,2.2091217773569767e-19,19.558398791106956,22.091217773569767,1.1295003241070256,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
9300.0,Ar-Ar+,ion-neutral,1.433278444727122e-14,1.0749599537938278e-14,1433278.444727122,1074959.953793828,0.7500007815986423,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
9300.0,e-Ar,electron-neutral,2.3458261527770292e-20,2.3458261527770292e-20,2.3458261527770294,2.3458261527770294,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
9500.0,Ar-Ar,neutral-neutral,1.9493545250204977e-19,2.2021413997912336e-19,19.493545250204978,22.021413997912337,1.1296772195750682,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
9500.0,Ar-Ar+,ion-neutral,1.4181110964829821e-14,1.0635843961079783e-14,1418111.0964829822,1063584.3961079784,0.7500007571661659,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
9500.0,e-Ar,electron-neutral,2.4114333965927196e-20,2.4114333965927196e-20,2.4114333965927197,2.4114333965927197,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
9700.0,Ar-Ar,neutral-neutral,1.9430251301628198e-19,2.1953278299087836e-19,19.430251301628196,21.953278299087835,1.1298504562958593,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
9700.0,Ar-Ar+,ion-neutral,1.40341529159113e-14,1.0525624987791118e-14,1403415.2915911302,1052562.4987791118,0.7500007339849939,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
9700.0,e-Ar,electron-neutral,2.477858634229827e-20,2.477858634229827e-20,2.477858634229827,2.477858634229827,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
9900.0,Ar-Ar,neutral-neutral,1.9368448422809868e-19,2.1886737632787726e-19,19.368448422809866,21.886737632787725,1.130020183083541,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
9900.0,Ar-Ar+,ion-neutral,1.3891670924739978e-14,1.0418763083969794e-14,1389167.092473998,1041876.3083969795,0.7500007119672546,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
9900.0,e-Ar,electron-neutral,2.5450802851533647e-20,2.5450802851533647e-20,2.545080285153365,2.545080285153365,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
10100.0,Ar-Ar,neutral-neutral,1.9308072410243492e-19,2.1821723548379336e-19,19.308072410243494,21.821723548379335,1.130186539843422,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
10100.0,Ar-Ar+,ion-neutral,1.3753442289677853e-14,1.0315091221338778e-14,1375344.2289677854,1031509.1221338778,0.7500006910328475,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
10100.0,e-Ar,electron-neutral,2.6130745071208413e-20,2.6130745071208413e-20,2.6130745071208414,2.6130745071208414,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
10300.0,Ar-Ar,neutral-neutral,1.9249063028000133e-19,2.1758171815709863e-19,19.249063028000133,21.758171815709865,1.130349658269596,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
10300.0,Ar-Ar+,ion-neutral,1.3619259519028282e-14,1.0214453779273708e-14,1361925.9519028282,1021445.3779273708,0.7500006711086226,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
10300.0,e-Ar,electron-neutral,2.6818154732943584e-20,2.6818154732943584e-20,2.6818154732943587,2.6818154732943587,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
10500.0,Ar-Ar,neutral-neutral,1.9191363691050926e-19,2.1696022088815567e-19,19.191363691050924,21.696022088815567,1.130509662475553,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
10500.0,Ar-Ar+,ion-neutral,1.3488929020980819e-14,1.0116705562239469e-14,1348892.902098082,1011670.556223947,0.7500006521276701,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
10500.0,e-Ar,electron-neutral,2.751275638900588e-20,2.751275638900588e-20,2.751275638900588,2.751275638900588,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
10700.0,Ar-Ar,neutral-neutral,1.9134921179357134e-19,2.1635217602259807e-19,19.134921179357136,21.635217602259807,1.130666669565381,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
10700.0,Ar-Ar+,ion-neutral,1.3362269928880132e-14,1.0021710918722289e-14,1336226.9928880134,1002171.091872229,0.7500006340286669,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
10700.0,e-Ar,electron-neutral,2.8214259954334967e-20,2.8214259954334967e-20,2.8214259954334966,2.8214259954334966,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
10900.0,Ar-Ar,neutral-neutral,1.9079685379224762e-19,2.1575704896389093e-19,19.079685379224763,21.575704896389095,1.1308207901521357,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
10900.0,Ar-Ar+,ion-neutral,1.3239113045602512e-14,9.929342949495415e-15,1323911.3045602513,992934.2949495416,0.7500006167553297,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
10900.0,e-Ar,electron-neutral,2.892236310975398e-20,2.892236310975398e-20,2.8922363109753984,2.8922363109753984,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
11100.0,Ar-Ar,neutral-neutral,1.9025609048875686e-19,2.1517433568277977e-19,19.025609048875687,21.517433568277976,1.130972128829145,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
11100.0,Ar-Ar+,ion-neutral,1.3119299893026812e-14,9.839482794707217e-15,1311929.9893026813,983948.2794707217,0.7500006002558957,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
11100.0,e-Ar,electron-neutral,2.9636753556978963e-20,2.9636753556978963e-20,2.9636753556978968,2.9636753556978968,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
11300.0,Ar-Ar,neutral-neutral,1.8972647605576475e-19,2.146035604554549e-19,18.972647605576476,21.460356045545492,1.1311207845992894,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
11300.0,Ar-Ar+,ion-neutral,1.3002681854453345e-14,9.752018990682886e-15,1300268.1854453345,975201.8990682886,0.7500005844827214,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
11300.0,e-Ar,electron-neutral,3.035711112007058e-20,3.035711112007058e-20,3.035711112007058,3.035711112007058,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
11500.0,Ar-Ar,neutral-neutral,1.8920758931999472e-19,2.1404427380578715e-19,18.920758931999472,21.404427380578714,1.1312668512666675,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
11500.0,Ar-Ar+,ion-neutral,1.2889119399417699e-14,9.666846888522889e-15,1288911.93994177,966684.688852289,0.7500005693918558,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
11500.0,e-Ar,electron-neutral,3.108310969126307e-20,3.108310969126307e-20,3.108310969126307,3.108310969126307,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
11700.0,Ar-Ar,neutral-neutral,1.8869903199777186e-19,2.1349605063002496e-19,18.869903199777188,21.349605063002496,1.1314104177945434,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
11700.0,Ar-Ar+,ion-neutral,1.2778481381703666e-14,9.583868127602904e-15,1277848.1381703666,958386.8127602905,0.7500005549427152,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
11700.0,e-Ar,electron-neutral,3.181441902175714e-20,3.181441902175714e-20,3.1814419021757137,3.1814419021757137,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
11900.0,Ar-Ar,neutral-neutral,1.8820042708458173e-19,2.129584884849581e-19,18.820042708458175,21.29584884849581,1.1315515686329953,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
11900.0,Ar-Ar+,ion-neutral,1.2670644402524403e-14,9.502990157950675e-15,1267064.4402524403,950299.0157950677,0.7500005410977655,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
11900.0,e-Ar,electron-neutral,3.255070636016631e-20,3.255070636016631e-20,3.255070636016631,3.255070636016631,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
12100.0,Ar-Ar,neutral-neutral,1.8771141738286008e-19,2.124312060228153e-19,18.77114173828601,21.24312060228153,1.131690384019296,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
12100.0,Ar-Ar+,ion-neutral,1.2565492231840893e-14,9.424125806227062e-15,1256549.2231840894,942412.5806227063,0.7500005278222508,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
12100.0,e-Ar,electron-neutral,3.3291637942939865e-20,3.3291637942939865e-20,3.3291637942939865,3.3291637942939865,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
12300.0,Ar-Ar,neutral-neutral,1.8723166415407902e-19,2.1191384155812006e-19,18.723166415407903,21.191384155812006,1.1318269402537025,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
12300.0,Ar-Ar+,ion-neutral,1.2462915281647183e-14,9.347192880682942e-15,1246291.5281647183,934719.2880682943,0.7500005150839438,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
12300.0,e-Ar,electron-neutral,3.403688034231729e-20,3.403688034231729e-20,3.4036880342317297,3.4036880342317297,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
12500.0,Ar-Ar,neutral-neutral,1.8676084588280134e-19,2.1140605175343247e-19,18.676084588280133,21.140605175343246,1.131961309953034,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
12500.0,Ar-Ar+,ion-neutral,1.2362810125795967e-14,9.272113811022223e-15,1236281.0125795968,927211.3811022224,0.7500005028529262,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
12500.0,e-Ar,electron-neutral,3.4786101678273284e-20,3.4786101678273284e-20,3.4786101678273287,3.4786101678273287,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
12700.0,Ar-Ar,neutral-neutral,1.8629865714177538e-19,2.109075104123857e-19,18.629865714177537,21.09075104123857,1.1320935622841484,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
12700.0,Ar-Ar+,ion-neutral,1.2265079061581215e-14,9.198815319583235e-15,1226507.9061581215,919881.5319583236,0.7500004911013858,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
12700.0,e-Ar,electron-neutral,3.553897270152841e-20,3.553897270152841e-20,3.5538972701528415,3.5538972701528415,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
12900.0,Ar-Ar,neutral-neutral,1.8584480754836e-19,2.104179073697196e-19,18.584480754836,21.041790736971958,1.1322237631792067,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
12900.0,Ar-Ar+,ion-neutral,1.2169629708852989e-14,9.127228120669972e-15,1216962.970885299,912722.8120669972,0.7500004798034426,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
12900.0,e-Ar,electron-neutral,3.629516775509913e-20,3.629516775509913e-20,3.6295167755099134,3.6295167755099134,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
13100.0,Ar-Ar,neutral-neutral,1.8539902080364152e-19,2.0993694746914505e-19,18.53990208036415,20.993694746914507,1.1323519755343907,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
13100.0,Ar-Ar+,ion-neutral,1.2076374642925645e-14,9.057286645228806e-15,1207637.4642925647,905728.6645228806,0.7500004689349858,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
13100.0,e-Ar,electron-neutral,3.7054365622061585e-20,3.7054365622061585e-20,3.7054365622061587,3.7054365622061587,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
13300.0,Ar-Ar,neutral-neutral,1.8496103380653527e-19,2.094643496208654e-19,18.496103380653526,20.946434962086542,1.1324782593935976,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
13300.0,Ar-Ar+,ion-neutral,1.198523105796328e-14,8.988928788383627e-15,1198523.105796328,898892.8788383628,0.750000458473528,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
13300.0,e-Ar,electron-neutral,3.781625026726161e-20,3.781625026726161e-20,3.781625026726161,3.781625026726161,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
13500.0,Ar-Ar,neutral-neutral,1.8453059583599155e-19,2.0899984593145086e-19,18.453059583599156,20.899984593145085,1.1326026721184344,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
13500.0,Ar-Ar+,ion-neutral,1.1896120457896723e-14,8.92209567762002e-15,1189612.0457896723,892209.5677620021,0.750000448398072,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
13500.0,e-Ar,electron-neutral,3.858051148063698e-20,3.858051148063698e-20,3.8580511480636983,3.8580511480636983,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
13700.0,Ar-Ar,neutral-neutral,1.8410746779514491e-19,2.0854318089953062e-19,18.41074677951449,20.85431808995306,1.132725268545734,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
13700.0,Ar-Ar+,ion-neutral,1.1808968372249475e-14,8.856731459651568e-15,1180896.8372249475,885673.1459651568,0.7500004386889945,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
13700.0,e-Ar,electron-neutral,3.9346845429660645e-20,3.9346845429660645e-20,3.9346845429660644,3.9346845429660644,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
13900.0,Ar-Ar,neutral-neutral,1.8369142151188741e-19,2.080941106714434e-19,18.36914215118874,20.809411067144342,1.132846101133671,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
13900.0,Ar-Ar+,ion-neutral,1.1723704094535041e-14,8.792783104214963e-15,1172370.4094535043,879278.3104214963,0.7500004293279361,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
13900.0,e-Ar,electron-neutral,4.011495512818455e-20,4.011495512818455e-20,4.011495512818455,4.011495512818455,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
14100.0,Ar-Ar,neutral-neutral,1.8328223909090737e-19,2.076524023515837e-19,18.328223909090738,20.76524023515837,1.132965220097452,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
14100.0,Ar-Ar+,ion-neutral,1.1640260441136433e-14,8.730200223227045e-15,1164026.0441136435,873020.0223227045,0.7500004202977025,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
14100.0,e-Ar,electron-neutral,4.088455082867971e-20,4.088455082867971e-20,4.088455082867972,4.088455082867972,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
14300.0,Ar-Ar,neutral-neutral,1.8287971231273679e-19,2.0721783336271284e-19,18.28797123127368,20.721783336271283,1.1330826735354669,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
14300.0,Ar-Ar+,ion-neutral,1.1558573528799418e-14,8.668934903902434e-15,1155857.352879942,866893.4903902435,0.7500004115821782,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
14300.0,e-Ar,electron-neutral,4.1655350344549226e-20,4.1655350344549226e-20,4.165535034454923,4.165535034454923,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
14500.0,Ar-Ar,neutral-neutral,1.8248364207579117e-19,2.0679019085197076e-19,18.248364207579115,20.679019085197076,1.1331985075466893,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
14500.0,Ar-Ar+,ion-neutral,1.147858256906517e-14,8.608941554575897e-15,1147858.256906517,860894.1554575897,0.7500004031662438,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
14500.0,e-Ar,electron-neutral,4.2427079308846e-20,4.2427079308846e-20,4.2427079308846,4.2427079308846,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
14700.0,Ar-Ar,neutral-neutral,1.8209383787778064e-19,2.0636927113874305e-19,18.209383787778066,20.636927113874304,1.133312766340044,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
14700.0,Ar-Ar+,ion-neutral,1.1400229678138345e-14,8.550176762101458e-15,1140022.9678138345,855017.6762101458,0.7500003950356989,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
14700.0,e-Ar,electron-neutral,4.319947137536379e-20,4.319947137536379e-20,4.31994713753638,4.31994713753638,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
14900.0,Ar-Ar,neutral-neutral,1.8171011733321925e-19,2.0595487920090881e-19,18.171011733321926,20.595487920090882,1.1334254923363987,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
14900.0,Ar-Ar+,ion-neutral,1.1323459700840012e-14,8.492599159815412e-15,1132345.9700840013,849259.9159815413,0.7500003871771984,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
14900.0,e-Ar,electron-neutral,4.3972268367706815e-20,4.3972268367706815e-20,4.397226836770682,4.397226836770682,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
15100.0,Ar-Ar,neutral-neutral,1.8133230572407265e-19,2.0554682819632553e-19,18.133230572407264,20.554682819632554,1.1335367262637652,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
15100.0,Ar-Ar+,ion-neutral,1.1248220047428222e-14,8.436169305150145e-15,1124822.0047428221,843616.9305150146,0.7500003795781875,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
15100.0,e-Ar,electron-neutral,4.474522038157159e-20,4.474522038157159e-20,4.4745220381571595,4.4745220381571595,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
15300.0,Ar-Ar,neutral-neutral,1.80960235580863e-19,2.0514493901670203e-19,18.096023558086298,20.514493901670203,1.1336465072462396,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
15300.0,Ar-Ar+,ion-neutral,1.1174460542189488e-14,8.380849566076362e-15,1117446.0542189488,838084.9566076362,0.7500003722268498,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
15300.0,e-Ar,electron-neutral,4.551808584511473e-20,4.551808584511473e-20,4.551808584511473,4.551808584511473,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
15500.0,Ar-Ar,neutral-neutral,1.8059374629179717e-19,2.047490398712768e-19,18.059374629179718,20.474903987127682,1.1337548728871838,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
15500.0,Ar-Ar+,ion-neutral,1.1102133282810619e-14,8.32660401563058e-15,1110213.328281062,832660.401563058,0.7500003651120476,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
15500.0,e-Ar,electron-neutral,4.6290631541925564e-20,4.6290631541925564e-20,4.629063154192557,4.629063154192557,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
15700.0,Ar-Ar,neutral-neutral,1.8023268373770964e-19,2.0435896589795267e-19,18.023268373770964,20.435896589795266,1.1338618593470744,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
15700.0,Ar-Ar+,ion-neutral,1.1031192509635372e-14,8.273398333856537e-15,1103119.2509635373,827339.8333856538,0.750000358223284,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
15700.0,e-Ar,electron-neutral,4.7062632600780305e-20,4.7062632600780305e-20,4.706263260078031,4.706263260078031,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
15900.0,Ar-Ar,neutral-neutral,1.7987689995080923e-19,2.0397455879975334e-19,17.987689995080924,20.397455879975332,1.1339675014164359,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
15900.0,Ar-Ar+,ion-neutral,1.0961594483995265e-14,8.221199716552091e-15,1096159.4483995265,822119.9716552092,0.7500003515506479,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
15900.0,e-Ar,electron-neutral,4.783387245602535e-20,4.783387245602535e-20,4.783387245602535,4.783387245602535,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
16100.0,Ar-Ar,neutral-neutral,1.7952625279540075e-19,2.035956665046579e-19,17.952625279540076,20.35956665046579,1.134071832584219,1.15,0.92,Aziz1990_TableI_II + LJ surrogate,HFDTCS2 full scattering integral not yet implemented
16100.0,Ar-Ar+,ion-neutral,1.089329737487914e-14,8.16997679027055e-15,1089329.737487914,816997.679027055,0.7500003450847861,1.2,0.85,MurphyTam2014 charge-exchange + Langevin elastic,Uses Aubreton1986 context; elastic represented with capture model
16100.0,e-Ar,electron-neutral,4.860414278212659e-20,4.860414278212659e-20,4.86041427821266,4.86041427821266,1.0,1.0,1.0,Milloy1977 + Frost1964,Omega22 assumed equal to Omega11
