T_K,P_atm,pair,category,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q14_m2,Q15_m2,Q11_A2,Q22_A2,Q14_A2,Q15_A2,Ast,Bst,Cst,source,notes
16900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.09742098188271e-08,10.277860629214056,1.142681737705454e-16,1.3900500608285901e-16,2.1099322299407218e-17,1.5020801382076944e-17,11426.81737705454,13900.500608285902,2109.9322299407218,1502.0801382076943,1.21691214620979,1.2681104922402726,0.4778719601554001,Mason1967 table + Debye-Huckel screening,
17100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.16368529335095e-08,10.51250960100349,1.12744811371436e-16,1.3698833900738225e-16,2.073527645894824e-17,1.4755905227887447e-17,11274.481137143599,13698.833900738226,2073.527645894824,1475.5905227887447,1.215769040155231,1.2668012938529998,0.47702521492980077,Mason1967 table + Debye-Huckel screening,
17300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.229888752646424e-08,10.749697255993203,1.112480763268765e-16,1.3501343722292828e-16,2.0380891297959533e-17,1.4498214972624338e-17,11124.80763268765,13501.343722292828,2038.0891297959533,1449.8214972624337,1.2146392093565312,1.2655072996049164,0.47618830322706024,Mason1967 table + Debye-Huckel screening,
17500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.295812448668491e-08,10.989037853743385,1.0977596226912712e-16,1.3307754877709311e-16,2.0035638824274598e-17,1.424734383042807e-17,10977.596226912712,13307.75487770931,2003.56388242746,1424.7343830428072,1.2135241158143308,1.2642301839241055,0.4753623080106154,Mason1967 table + Debye-Huckel screening,
17700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.361232046663811e-08,11.230118611524501,1.083266205564205e-16,1.3117812458083142e-16,1.969902573288257e-17,1.4002930094637722e-17,10832.66205564205,13117.812458083143,1969.902573288257,1400.2930094637723,1.2124252018931596,1.2629715987494308,0.4745482976986368,Mason1967 table + Debye-Huckel screening,
17900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.425914266256184e-08,11.472492875419345,1.0689832068139895e-16,1.2931277370652971e-16,1.93705878467806e-17,1.3764633301407094e-17,10689.832068139895,12931.277370652972,1937.05878467806,1376.4633301407093,1.2113439202303444,1.2617332077851808,0.47374734831877363,Mason1967 table + Debye-Huckel screening,
18100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.48961495486988e-08,11.715675750044547,1.0548942737465058e-16,1.27479236760732e-16,1.9049886509593923e-17,1.3532131704520343e-17,10548.942737465057,12747.923676073202,1904.9886509593923,1353.2131704520343,1.2102817500328886,1.2605167051658726,0.4729605555799175,Mason1967 table + Debye-Huckel screening,
18300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.552079054511378e-08,11.959142953524772,1.0409839316444184e-16,1.2567537598803736e-16,1.8736506784012183e-17,1.330512096323497e-17,10409.839316444184,12567.537598803736,1873.6506784012183,1330.512096323497,1.2092401984889267,1.259323817072788,0.4721890359177236,Mason1967 table + Debye-Huckel screening,
18500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.613042791937337e-08,12.202333771065604,1.0272376540642598e-16,1.238991810350887e-16,1.843005733904229e-17,1.3083313964365274e-17,10272.376540642597,12389.91810350887,1843.0057339042291,1308.3313964365275,1.208220785844762,1.2581562846427188,0.4714339154405644,Mason1967 table + Debye-Huckel screening,
18700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.672238390178328e-08,12.444658973345163,1.0136420664134506e-16,1.2214878913785354e-16,1.8130171892343718e-17,1.2866441688738548e-17,10136.420664134506,12214.878913785355,1813.017189234372,1286.6441688738548,1.2072250129692876,1.257015826819526,0.470696305903176,Mason1967 table + Debye-Huckel screening,
18900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.729401478793255e-08,12.685514386164146,1.0001852654978864e-16,1.2042251786504312e-16,1.7836512008736877e-17,1.2654254988773549e-17,10001.852654978864,12042.251786504312,1783.6512008736877,1265.4254988773548,1.2062543110779815,1.2559040827730727,0.4699772674651715,Mason1967 table + Debye-Huckel screening,
19100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.784281154888584e-08,12.924300396818001,9.868572278726969e-17,1.1871890749451134e-16,1.7548770946425606e-17,1.2446527070958077e-17,9868.57227872697,11871.890749451133,1754.8770946425607,1244.6527070958077,1.2053099747883713,1.2548225352277074,0.4692777591024973,Mason1967 table + Debye-Huckel screening,
19300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.836652319841164e-08,13.160447045346936,9.73650267335534e-17,1.1703676876079577e-16,1.726667810344529e-17,1.224305638437029e-17,9736.502673355339,11703.676876079577,1726.667810344529,1224.305638437029,1.2043930817690798,1.253772418436382,0.4685985790882073,Mason1967 table + Debye-Huckel screening,
19500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.8863295205406e-08,13.393443518533605,9.605594892674968e-17,1.1537523035807036e-16,1.6990003476195975e-17,1.2043669522668977e-17,9605.594892674968,11537.523035807037,1699.0003476195975,1204.3669522668977,1.2035044046810264,1.2527546173269875,0.4679402997637232,Mason1967 table + Debye-Huckel screening,
19700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.933181125823486e-08,13.62286995914509,9.475831802209158e-17,1.137337795856905e-16,1.6718561438389725e-17,1.1848223678001611e-17,9475.831802209159,11373.377958569052,1671.8561438389725,1184.8223678001611,1.2026443234472277,1.25176956702503,0.467303202553502,Mason1967 table + Debye-Huckel screening,
19900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,6.977142362284188e-08,13.848428707984217,9.347230689078915e-17,1.1211228928343139e-16,1.645221312401375e-17,1.1656608168833254e-17,9347.230689078915,11211.228928343138,1645.2213124013751,1165.6608168833254,1.2018127475421778,1.250817163851725,0.46668722040161315,Mason1967 table + Debye-Huckel screening,
20100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.018225616755874e-08,14.069971626458294,9.219844023943168e-17,1.105110250245092e-16,1.6190866783651515e-17,1.1468744620895271e-17,9219.844023943167,11051.10250245092,1619.0866783651516,1146.8744620895272,1.2010090583848594,1.2498966993467622,0.4660918950998959,Mason1967 table + Debye-Huckel screening,
20300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.056526554928732e-08,14.287520181064215,9.093757995569848e-17,1.0893062849222777e-16,1.5934475687599764e-17,1.1284585516548628e-17,9093.757995569847,10893.062849222777,1593.4475687599763,1128.4585516548627,1.200232080677903,1.2490068274430686,0.46551635605770597,Mason1967 table + Debye-Huckel screening,
20500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.092225017157932e-08,14.501275581264398,8.96908870563362e-17,1.0737207582976655e-16,1.5683033447632766e-17,1.1104111026827633e-17,8969.088705633621,10737.207582976655,1568.3033447632765,1110.4111026827632,1.1994800886634163,1.248145571631605,0.4649593249358639,Mason1967 table + Debye-Huckel screening,
20700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.125580271486751e-08,14.711617374372427,8.845976215314888e-17,1.0583661301255168e-16,1.543656696892352e-17,1.0927324266895123e-17,8845.976215314888,10583.661301255168,1543.656696892352,1092.7324266895123,1.1987508492030525,1.247310374300932,0.4644191475578167,Mason1967 table + Debye-Huckel screening,
20900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.156920909325947e-08,14.91909030453309,8.724576915685141e-17,1.0432567329981725e-16,1.5195127556951358e-17,1.0754245324543427e-17,8724.57691568514,10432.567329981724,1519.5127556951359,1075.4245324543429,1.198041699108293,1.246498185303515,0.4638938511913281,Mason1967 table + Debye-Huckel screening,
21100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.186630317865134e-08,15.124380653495512,8.605054895750536e-17,1.0284078398710697e-16,1.495878092984433e-17,1.0584904561809475e-17,8605.054895750536,10284.078398710697,1495.8780929844331,1058.4904561809476,1.1973496501206897,1.245705582189508,0.46338122231162204,Mason1967 table + Debye-Huckel screening,
21300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.21512913375718e-08,15.328284429428631,8.487573072146167e-17,1.013834706481362e-16,1.4727596987404854e-17,1.0419335756991936e-17,8487.573072146166,10138.34706481362,1472.7596987404854,1041.9335756991936,1.1966715120856664,1.244928911277601,0.46287889784123437,Mason1967 table + Debye-Huckel screening,
21500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.242856308027652e-08,15.531670477544784,8.372284818475519e-17,9.995516677597059e-17,1.450164015919099e-17,1.0257569635125052e-17,8372.284818475518,9995.51667759706,1450.164015919099,1025.7569635125053,1.1960040235515157,1.2441644372299412,0.46238446189001164,Mason1967 table + Debye-Huckel screening,
21700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.270250389696121e-08,15.735441797788994,8.259326711248943e-17,9.855713543586947e-17,1.4280961019008246e-17,1.0099628244968171e-17,8259.326711248943,9855.713543586946,1428.0961019008246,1009.9628244968171,1.1953439792500327,1.2434084890555932,0.46189554018520945,Mason1967 table + Debye-Huckel screening,
21900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.297732413717094e-08,15.940498126728684,8.148812829097061e-17,9.719040760932639e-17,1.4065589651990772e-17,9.945520506467191e-18,8148.812829097062,9719.04076093264,1406.5589651990772,994.5520506467191,1.1946883453736845,1.2426575921373824,0.4614098854619886,Mason1967 table + Debye-Huckel screening,
22100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.325691432376943e-08,16.14770229818785,8.040830840703773e-17,9.585573975132397e-17,1.3855531035866429e-17,9.795239102934448e-18,8040.830840703774,9585.573975132396,1385.553103586643,979.5239102934448,1.1940343558064634,1.2419085784450095,0.4609254487455285,Mason1967 table + Debye-Huckel screening,
22300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.354473334648055e-08,16.357852185250195,7.935439926365133e-17,9.455359103994122e-17,1.3650762485345439e-17,9.648758750435672e-18,7935.439926365133,9455.359103994122,1365.076248534544,964.8758750435671,1.1933795850355848,1.2411586700407553,0.46044043335969254,Mason1967 table + Debye-Huckel screening,
22500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.384373216756228e-08,16.57165927353561,7.832670419118663e-17,9.328411909314142e-17,1.3451233031167496e-17,9.506035758613787e-18,7832.670419118663,9328.411909314142,1345.1233031167496,950.6035758613787,1.1927219959964266,1.2404055338762492,0.45995333036772335,Mason1967 table + Debye-Huckel screening,
22700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.41563123978277e-08,16.789734216321005,7.732524934260862e-17,9.204719167182524e-17,1.3256864474642882e-17,9.367008710056511e-18,7732.524934260861,9204.719167182524,1325.6864474642882,936.7008710056512,1.1920599633265725,1.2396473084253052,0.45946293579746117,Mason1967 table + Debye-Huckel screening,
22900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.448431657175498e-08,17.012579134090977,7.634980682860416e-17,9.084241110337991e-17,1.3067553776854684e-17,9.231600030878085e-18,7634.980682860417,9084.24111033799,1306.7553776854684,923.1600030878085,1.1913922742770904,1.2388826047276078,0.45896835131636315,Mason1967 table + Debye-Huckel screening,
23100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.482904522449906e-08,17.24058597284191,7.539992632380694e-17,8.966914781167619e-17,1.288317640547848e-17,9.099718201053418e-18,7539.992632380694,8966.91478116762,1288.317640547848,909.9718201053419,1.1907181107843343,1.2381104858555625,0.45846897095135886,Mason1967 table + Debye-Huckel screening,
23300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.5191294913979e-08,17.47403993429701,7.447497179574859e-17,8.852657936157634e-17,1.270359026453161e-17,8.97126035462109e-18,7447.497179574859,8852.657936157635,1270.359026453161,897.126035462109,1.1900370169380134,1.2373304296555026,0.45796445699112104,Mason1967 table + Debye-Huckel screening,
23500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.557141104379371e-08,17.71312683035584,7.357416029747213e-17,8.741373173634719e-17,1.2528639864729275e-17,8.846115041455309e-18,7357.4160297472135,8741.373173634718,1252.8639864729275,884.611504145531,1.1893488563294077,1.236542279898638,0.4574547083921539,Mason1967 table + Debye-Huckel screening,
23700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.596934960114224e-08,17.957943177136322,7.269660024040376e-17,8.632952007651914e-17,1.2358160445294283e-17,8.72416495775979e-18,7269.660024040376,8632.952007651915,1235.8160445294284,872.416495775979,1.1886537635994399,1.235746190789102,0.456939824888474,Mason1967 table + Debye-Huckel screening,
23900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.63847425851505e-08,18.208507907661332,7.184132714442945e-17,8.527278673112641e-17,1.2191981822921732e-17,8.605289495678674e-18,7184.132714442945,8527.278673112642,1219.1981822921732,860.5289495678674,1.1879520940258035,1.2349425692261338,0.45642006964874327,Mason1967 table + Debye-Huckel screening,
24100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.6816962817922e-08,18.464774719267755,7.10073354724896e-17,8.424233512683444e-17,1.2029931811802247e-17,8.489367007893186e-18,7100.73354724896,8424.233512683444,1202.9931811802246,848.9367007893186,1.1872443743005665,1.2341320184297087,0.45589583281523444,Mason1967 table + Debye-Huckel screening,
24300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.726518486437142e-08,18.726644253618616,7.019360573537711e-17,8.323695858071716e-17,1.1871839123232938e-17,8.376276726161455e-18,7019.360573537711,8323.695858071716,1187.1839123232937,837.6276726161454,1.1865312568635553,1.2333152856386018,0.45536759767670765,Mason1967 table + Debye-Huckel screening,
24500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.772843981838407e-08,18.993975507008606,6.93991265537687e-17,8.225546372010265e-17,1.1717535709366414e-17,8.265900310110775e-18,6939.91265537687,8225.546372010265,1171.7535709366414,826.5900310110775,1.1858134793688033,1.2324932156873474,0.45483591064355805,Mason1967 table + Debye-Huckel screening,
24700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.82056626515337e-08,19.266596064121206,6.862291176252265e-17,8.129668859974438e-17,1.1566858560126682e-17,8.158123032248233e-18,6862.291176252264,8129.668859974438,1156.6858560126682,815.8123032248233,1.1850918301457003,1.2316667114489217,0.4543013556634817,Mason1967 table + Debye-Huckel screening,
24900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.869573160837651e-08,19.544310923238086,6.786401292827452e-17,8.035951591330927e-17,1.1419650994289612e-17,8.05283462647194e-18,6786.401292827452,8035.951591330927,1141.9650994289611,805.283462647194,1.1843671199208405,1.2308367014478003,0.45376453327469674,Mason1967 table + Debye-Huckel screening,
25100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.919749974251664e-08,19.826909825423826,6.712152783096386e-17,7.944288188881669e-17,1.127576350581139e-17,7.949929840759176e-18,6712.152783096386,7944.288188881669,1127.576350581139,794.9929840759175,1.1836401596124426,1.2300041144279257,0.4532260441573649,Mason1967 table + Debye-Huckel screening,
25300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,7.970981911950364e-08,20.114173110690203,6.640238487626161e-17,7.854938759515731e-17,1.1134875082868398e-17,7.849143129072296e-18,6640.238487626161,7854.938759515731,1113.4875082868398,784.9143129072296,1.1829585545491434,1.2292125649394565,0.45273328766488485,Mason1967 table + Debye-Huckel screening,
25500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.023155848405806e-08,20.405876201575342,6.570947588839213e-17,7.767979924609994e-17,1.0996766728647357e-17,7.750301443570671e-18,6570.9475888392135,7767.979924609994,1099.6766728647358,775.0301443570671,1.1823478510148178,1.2284855369224021,0.4523116114149932,Mason1967 table + Debye-Huckel screening,
25700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.076161532854817e-08,20.70179286303973,6.502999018405491e-17,7.682764052743998e-17,1.086159006648448e-17,7.65357254294973e-18,6502.999018405491,7682.764052743998,1086.159006648448,765.357254294973,1.1817371819306972,1.2277585499174968,0.4518899589521481,Mason1967 table + Debye-Huckel screening,
25900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.129892333932136e-08,21.001697412783123,6.436323986468665e-17,7.599208981041723e-17,1.0729226279414648e-17,7.558872436238146e-18,6436.323986468665,7599.208981041724,1072.9226279414647,755.8872436238146,1.181127125509936,1.2270322922737333,0.4514687295187654,Mason1967 table + Debye-Huckel screening,
26100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.184245616836761e-08,21.305366064089483,6.370858846420194e-17,7.517238296096721e-17,1.0599563706122693e-17,7.466122076922345e-18,6370.858846420194,7517.238296096721,1059.9563706122692,746.6122076922345,1.1805182249099881,1.2263074106071286,0.4510482981521346,Mason1967 table + Debye-Huckel screening,
26300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.239122840658444e-08,21.612577579748184,6.306544775427376e-17,7.436780983684309e-17,1.0472497426495066e-17,7.375247079023573e-18,6306.5447754273755,7436.780983684309,1047.2497426495067,737.5247079023574,1.179910988409788,1.2255845100116525,0.4506290158067584,Mason1967 table + Debye-Huckel screening,
26500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.294429454256574e-08,21.92311340517524,6.243327416109513e-17,7.357771039125287e-17,1.034792881104033e-17,7.286177409674522e-18,6243.327416109512,7357.771039125287,1034.7928811040329,728.6177409674522,1.179305890713954,1.22486415561185,0.45021121025487304,Mason1967 table + Debye-Huckel screening,
26700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.350074659251111e-08,22.236757435183797,6.181156505424013e-17,7.280147065296184e-17,1.0225765061049414e-17,7.198847075995133e-18,6181.156505424013,7280.147065296184,1022.5765061049414,719.8847075995134,1.1787033749711573,1.2241468749656634,0.4497951874800848,Mason1967 table + Debye-Huckel screening,
26900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.405971099228079e-08,22.55329555442043,6.119985510346291e-17,7.203851878560481e-17,1.0105918759640732e-17,7.113193819606895e-18,6119.9855103462905,7203.851878560481,1010.5918759640731,711.3193819606895,1.1781038551630119,1.2234331609083475,0.44938123332684154,Mason1967 table + Debye-Huckel screening,
27100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.462034525722554e-08,22.872515077833626,6.059771284579218e-17,7.128832137347208e-17,9.988307448284094e-18,7.029158828443597e-18,6059.7712845792175,7128.832137347208,998.8307448284094,702.9158828443598,1.1775077185815506,1.222723474501846,0.4489696152110707,Mason1967 table + Debye-Huckel screening,
27300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.5181834841027e-08,23.194204205353017,6.000473756225885e-17,7.055038003640995e-17,9.872853238934165e-18,6.946686472557003e-18,6000.473756225885,7055.038003640995,987.2853238934165,694.6686472557003,1.1769153281665454,1.2220182478173158,0.44856058373404323,Mason1967 table + Debye-Huckel screening,
27500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.574339056076666e-08,23.5181515942809,5.942055652955385e-17,6.982422844117177e-17,9.759482468374469e-18,6.865724068275553e-18,5942.055652955385,6982.422844117177,975.9482468374468,686.5724068275554,1.176327024519071,1.2213178863322272,0.44815437407269176,Mason1967 table + Debye-Huckel screening,
27700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.630424689931381e-08,23.844146143250594,5.884482268507041e-17,6.910942974871921e-17,9.64812539859151e-18,6.786221673230201e-18,5884.482268507041,6910.942974871921,964.8125398591509,678.6221673230201,1.1757431274462349,1.2206227707693271,0.4477512070462098,Mason1967 table + Debye-Huckel screening,
27900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.686366144425535e-08,24.171977072137533,5.827721272232191e-17,6.840557451472185e-17,9.538715964776234e-18,6.708131913288335e-18,5827.721272232191,6840.557451472186,953.8715964776234,670.8131913288335,1.1751639369259164,1.2199332582451385,0.4473512897821804,Mason1967 table + Debye-Huckel screening,
28100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.74209156707626e-08,24.50143437191983,5.771742561597473e-17,6.771227904209925e-17,9.431191570713168e-18,6.631409841219253e-18,5771.742561597473,6771.227904209924,943.1191570713167,663.1409841219253,1.1745897334118833,1.2192496826331944,0.4469548159272528,Mason1967 table + Debye-Huckel screening,
28300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.797531721969487e-08,24.83230968596107,5.716518156027552e-17,6.702918416842546e-17,9.325492929718489e-18,6.556012825854815e-18,5716.518156027551,6702.918416842545,932.5492929718489,655.6012825854815,1.1740207774309643,1.2185723540844813,0.44656196536899917,Mason1967 table + Debye-Huckel screening,
28500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.852620375799814e-08,25.16439766834145,5.662022129040552e-17,6.635595445624849e-17,9.221563947814764e-18,6.4819004695323105e-18,5662.0221290405525,6635.595445624849,922.1563947814765,648.1900469532311,1.173457308456882,1.2179015576867642,0.4461729034583233,Mason1967 table + Debye-Huckel screening,
28700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.907294843321557e-08,25.497497844714363,5.608230574258565e-17,6.569227774016604e-17,9.119351644411906e-18,6.409034550666658e-18,5608.230574258566,6569.227774016604,911.9351644411905,640.9034550666659,1.172899543081205,1.2172375512871487,0.4457877797465463,Mason1967 table + Debye-Huckel screening,
28900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,8.961496684641375e-08,25.831416976128665,5.555121599534105e-17,6.503786497059258e-17,9.0188061043757e-18,6.33737898737887e-18,5555.1215995341045,6503.786497059258,901.88061043757,633.737898737887,1.1723476725411688,1.2165805625490105,0.4454067262784261,Mason1967 table + Debye-Huckel screening,
29100.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.015172536889527e-08,26.1659718963342,5.502675342143581e-17,6.439245028078122e-17,8.919880454030296e-18,6.2668998172229545e-18,5502.6753421435815,6439.245028078122,891.9880454030297,626.6899817222954,1.1718018597063784,1.2159307853647363,0.44502985551154706,Mason1967 table + Debye-Huckel screening,
29300.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.068275052121426e-08,26.50099275907424,5.4508739968270365e-17,6.37557911915156e-17,8.82253085242843e-18,6.197565187249567e-18,5450.8739968270365,6375.57911915156,882.2530852428431,619.7565187249567,1.1712622356700617,1.2152883757976924,0.4446572579626617,Mason1967 table + Debye-Huckel screening,
29500.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.120763902440837e-08,26.836326595422214,5.399701847502207e-17,6.312766885802859e-17,8.726716488239625e-18,6.1293453479929935e-18,5399.701847502207,6312.766885802859,872.6716488239625,612.9345347992994,1.170728896132885,1.2146534477772442,0.4442889997108016,Mason1967 table + Debye-Huckel screening,
29700.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.172606803191316e-08,27.171841044942855,5.349145292880766e-17,6.250788825748812e-17,8.632399571988083e-18,6.0622126445583326e-18,5349.145292880766,6250.788825748812,863.2399571988083,606.2212644558333,1.1702018978046738,1.214026068815088,0.44392511991275097,Mason1967 table + Debye-Huckel screening,
29900.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.223780496699576e-08,27.50742809167408,5.2991928560989935e-17,6.189627821420353e-17,8.539545313257397e-18,5.9961414979103334e-18,5299.192856098994,6189.627821420352,853.9545313257397,599.6141497910334,1.1696812550773614,1.2134062560444778,0.4435656285057971,Mason1967 table + Debye-Huckel screening,
30000.0,0.1,Ar2+__Ar3+,charged-charged,repulsion,9.24911181106981e-08,27.675222620670272,5.2744401730568786e-17,6.159349012880679e-17,8.493656617430009e-18,5.963496574352677e-18,5274.440173056879,6159.349012880679,849.3656617430008,596.3496574352678,1.1694233092886754,1.2130991777246134,0.44338752308027585,Mason1967 table + Debye-Huckel screening,
300.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00011952706071189929,357.64926210937085,9.846656131482687e-13,1.0743370519726817e-12,1.3058599233316614e-13,8.999048925561722e-14,98466561.31482686,107433705.19726817,13058599.233316615,8999048.925561722,1.0913671271064065,1.1210707634438917,0.39350152717544523,Mason1967 table + Debye-Huckel screening,
500.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.0001543087718527696,769.5386866294249,4.0345927737620653e-13,4.347625438489801e-13,5.1861308225152487e-14,3.5622656823049214e-14,40345927.73762065,43476254.384898014,5186130.822515248,3562265.6823049216,1.0775937464275043,1.104055677271369,0.38526434439869583,Mason1967 table + Debye-Huckel screening,
700.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00018258060110262027,1274.742634558784,2.2214882440747094e-13,2.380123460073716e-13,2.8083174726645432e-14,1.926280607229847e-14,22214882.440747093,23801234.600737162,2808317.4726645434,1926280.6072298468,1.0720548032807675,1.0966484724550531,0.38174004960422164,Mason1967 table + Debye-Huckel screening,
900.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.0002070269420323794,1858.4000797888468,1.4173113108712677e-13,1.5131800807249522e-13,1.7723897478663005e-14,1.214237718701223e-14,14173113.108712677,15131800.807249522,1772389.7478663004,1214237.7187012231,1.068878699220498,1.0923754664770617,0.3796281041208466,Mason1967 table + Debye-Huckel screening,
1100.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00022887689607201992,2511.102723158798,9.880382997927869e-14,1.0521637372302926e-13,1.2257797887821524e-14,8.390053733303496e-15,9880382.997927869,10521637.372302925,1225779.7887821523,839005.3733303497,1.066342629107078,1.0889635370976667,0.3779417482206859,Mason1967 table + Debye-Huckel screening,
1300.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00024881541830008494,3226.1940042246556,7.308121672922178e-14,7.76693959393983e-14,9.01055882620548e-15,6.163053645560187e-15,7308121.672922178,7766939.59393983,901055.8826205479,616305.3645560186,1.0642314046930534,1.0861231784787986,0.37653789281136024,Mason1967 table + Debye-Huckel screening,
1500.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00026727063290255123,3998.6403108959657,5.639770678713208e-14,5.984197654949342e-14,6.9186602344341724e-15,4.729493485243311e-15,5639770.678713208,5984197.654949342,691866.0234434173,472949.3485243311,1.0624229006066621,1.0836900879295812,0.3753353308157701,Mason1967 table + Debye-Huckel screening,
1700.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00028453131644937493,4824.461370430998,4.493349148105813e-14,4.761367992354428e-14,5.48914023419737e-15,3.750469210010814e-15,4493349.148105813,4761367.992354428,548914.023419737,375046.9210010814,1.0608410926330745,1.0815619854496519,0.3742835100498279,Mason1967 table + Debye-Huckel screening,
1900.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00030080317296979825,5700.406842403061,3.6701053181026555e-14,3.8845738035606705e-14,4.467372271711978e-15,3.05106914535026e-15,3670105.3181026555,3884573.8035606705,446737.2271711978,305106.914535026,1.059435426457455,1.079670857244308,0.37334881450006024,Mason1967 table + Debye-Huckel screening,
2100.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00031623887758620443,6623.75702889006,3.058050978065178e-14,3.2335435831420695e-14,3.7107497008381385e-15,2.533397257410924e-15,3058050.9780651783,3233543.5831420696,371074.9700838139,253339.7257410924,1.0581705747684254,1.0779691753327783,0.37250775332539615,Mason1967 table + Debye-Huckel screening,
2300.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00033095544492464006,7592.192398825895,2.59004907683426e-14,2.7362951376465163e-14,3.134216310084804e-15,2.1390976976349627e-15,2590049.07683426,2736295.1376465163,313421.6310084804,213909.76976349627,1.0570208762170703,1.0764224159415225,0.3717432630515571,Mason1967 table + Debye-Huckel screening,
2500.0,1.0,Ar2+__Ar3+,charged-charged,repulsion,0.00034504490338729897,8603.704073096513,2.2237994297843456e-14,2.347540926943987e-14,2.684418255557877e-15,1.8315832259383973e-15,2223799.4297843454,2347540.926943987,268441.8255557877,183158.32259383972,1.055967101992826,1.075004709382101,0.3710425575106936,Mason1967 table + Debye-Huckel screening,
